customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
22,18-04-2019,YYC-DT,10,0.06,106.25,18-04-2019,05-08-2019,Calgary Downtown,FALSE,47,1541.89,32.81,9,FALSE,None,3.75
23,25-01-2021,YYC-NW,4,0.08,191.09,25-01-2021,11-11-2022,Calgary NW,FALSE,13,440.99,33.92,3,TRUE,Rude Staff,3.41
24,16-02-2021,YYC-SE,19,0.45,48.13,16-02-2021,09-01-2022,Calgary SE,FALSE,65,4789.11,73.68,13,FALSE,None,3.75
25,30-04-2024,YYC-SE,5,0.28,77.42,30-04-2024,01-10-2024,Calgary SE,FALSE,2,171.35,85.68,6,TRUE,Billing Error,3.87
26,21-10-2020,YYC-NW,10,0.12,59.09,21-10-2020,20-12-2023,Calgary NW,FALSE,43,1159.71,26.97,6,FALSE,None,3.97
27,19-07-2020,YYC-SE,17,0.39,209.2,19-07-2020,06-06-2021,Calgary SE,FALSE,76,2915.12,38.36,13,FALSE,None,4.02
28,04-01-2020,YYC-DT,2,0.13,102.55,04-01-2020,04-11-2024,Calgary Downtown,TRUE,9,774.02,86,2,TRUE,Website Issue,3.97
29,20-08-2024,YYC-SE,18,0.09,130.29,20-08-2024,14-12-2024,Calgary SE,FALSE,6,155.65,25.94,9,FALSE,None,3.78
30,07-06-2021,YYC-NW,2,0.11,393.75,07-06-2021,12-11-2021,Calgary NW,FALSE,5,268.81,53.76,2,FALSE,None,3.64
31,16-07-2022,YYC-SE,16,0.45,4.18,16-07-2022,29-01-2023,Calgary SE,FALSE,39,2825.58,72.45,11,FALSE,None,3.02
32,24-04-2021,ONLINE,9,0.66,110.56,24-04-2021,18-04-2024,Online,TRUE,31,1254.4,40.46,10,FALSE,None,4.51
33,02-08-2021,YYC-SE,19,0.23,35.74,02-08-2021,09-09-2022,Calgary SE,FALSE,52,2680.1,51.54,13,TRUE,Billing Error,3.23
34,11-12-2022,YYC-SE,18,0.05,206.49,11-12-2022,11-04-2024,Calgary SE,TRUE,27,1842.8,68.25,18,TRUE,Late Delivery,3.75
35,11-03-2022,ONLINE,19,0.3,160.03,11-03-2022,12-12-2024,Online,FALSE,58,3891.56,67.1,21,FALSE,None,3.66
36,20-09-2022,YYC-NW,13,0.04,209.95,20-09-2022,01-12-2023,Calgary NW,TRUE,29,1282.38,44.22,14,FALSE,None,4.71
37,18-03-2024,YYC-DT,10,0.45,57.17,18-03-2024,11-11-2024,Calgary Downtown,FALSE,8,711.56,88.94,8,FALSE,None,4.09
38,29-08-2023,YYC-NW,3,0.16,256.99,29-08-2023,22-08-2024,Calgary NW,FALSE,4,172.23,43.06,3,FALSE,None,4.09
39,23-06-2024,ONLINE,3,0.27,49.91,23-06-2024,26-10-2024,Online,FALSE,1,34.95,34.95,2,FALSE,None,3.8
40,12-09-2023,YYC-DT,5,0.22,184.82,12-09-2023,22-12-2023,Calgary Downtown,TRUE,4,257.76,64.44,5,FALSE,None,4.38
41,25-01-2020,YYC-SE,2,0.23,32.62,25-01-2020,08-04-2024,Calgary SE,FALSE,7,304.46,43.49,2,FALSE,None,4.72
42,26-11-2022,YYC-NW,8,0.29,200.89,26-11-2022,01-12-2024,Calgary NW,FALSE,15,1238.84,82.59,8,TRUE,Damaged Book,3.03
43,11-06-2019,YYC-DT,10,0.43,69.12,11-06-2019,16-11-2020,Calgary Downtown,FALSE,55,2375.46,43.19,11,FALSE,None,4.14
44,07-01-2022,YYC-DT,12,0.51,240.19,07-01-2022,23-03-2023,Calgary Downtown,FALSE,31,1961.37,63.27,7,FALSE,None,3.81
45,15-05-2022,ONLINE,4,0.57,117.91,15-05-2022,15-07-2023,Online,FALSE,8,448.81,56.1,4,FALSE,None,3.27
46,12-10-2022,YYC-SE,15,0.38,235.32,12-10-2022,11-03-2023,Calgary SE,FALSE,29,2570.48,88.64,12,FALSE,None,4.2
47,11-12-2024,YYC-NW,15,0.42,191.18,11-12-2024,21-09-2024,Calgary NW,TRUE,3,153.73,51.24,12,FALSE,None,4.36
48,20-11-2023,YYC-SE,10,0.39,47.14,20-11-2023,06-06-2024,Calgary SE,TRUE,9,585.53,65.06,6,FALSE,None,4.35
49,02-01-2019,YYC-NW,14,0.15,324.86,02-01-2019,14-03-2023,Calgary NW,FALSE,74,5551.01,75.01,14,FALSE,None,4.41
50,30-01-2023,YYC-SE,16,0.15,161.83,30-01-2023,25-08-2023,Calgary SE,TRUE,22,1959.11,89.05,12,FALSE,None,4.2
51,01-11-2020,YYC-DT,3,0.06,396.24,01-11-2020,11-12-2021,Calgary Downtown,FALSE,11,991.93,90.18,3,TRUE,Billing Error,3.4
52,22-02-2024,YYC-DT,14,0.28,139.38,22-02-2024,27-12-2024,Calgary Downtown,FALSE,10,525.31,52.53,7,FALSE,None,3.33
53,11-07-2024,YYC-SE,17,0.02,101.38,11-07-2024,10-10-2024,Calgary SE,FALSE,6,295.44,49.24,20,FALSE,None,3.97
54,12-08-2022,ONLINE,12,0.38,62.95,12-08-2022,19-02-2024,Online,FALSE,24,1765.46,73.56,8,FALSE,None,3.42
55,10-09-2024,YYC-DT,3,0.47,112.06,10-09-2024,18-12-2024,Calgary Downtown,FALSE,0,0,0,2,FALSE,None,4.53
56,05-10-2022,YYC-DT,4,0.3,209.23,05-10-2022,25-01-2024,Calgary Downtown,FALSE,7,239.62,34.23,4,TRUE,Website Issue,3.86
57,11-04-2022,YYC-NW,15,0.14,149.81,11-04-2022,28-11-2023,Calgary NW,FALSE,29,1872.13,64.56,17,TRUE,Rude Staff,3.81
58,30-07-2023,YYC-SE,2,0.07,175.86,30-07-2023,22-11-2024,Calgary SE,FALSE,2,184.75,92.38,1,FALSE,None,4.11
59,28-06-2019,YYC-SE,14,0.6,83.5,28-06-2019,11-04-2021,Calgary SE,FALSE,63,3133.54,49.74,14,TRUE,Rude Staff,3.39
60,07-08-2019,ONLINE,19,0.24,45.83,07-08-2019,07-10-2022,Online,FALSE,89,3107.22,34.91,14,TRUE,Billing Error,3.49
61,22-04-2024,YYC-NW,10,0.08,172.96,22-04-2024,28-10-2024,Calgary NW,TRUE,5,470.85,94.17,6,FALSE,None,4.81
62,16-10-2023,YYC-DT,9,0.32,150.39,16-10-2023,03-10-2024,Calgary Downtown,TRUE,9,677.27,75.25,9,FALSE,None,4.66
63,21-07-2021,YYC-SE,4,0.08,60.18,21-07-2021,24-09-2023,Calgary SE,FALSE,11,690.77,62.8,3,FALSE,None,4.14
64,18-05-2021,YYC-DT,5,0.33,172.51,18-05-2021,17-04-2024,Calgary Downtown,FALSE,16,822.72,51.42,4,FALSE,None,4.19
65,16-01-2021,YYC-DT,11,0.23,242.03,16-01-2021,18-06-2024,Calgary Downtown,TRUE,40,3444.12,86.1,13,TRUE,Rude Staff,3.77
66,29-08-2023,ONLINE,9,0.37,167.58,29-08-2023,08-07-2024,Online,TRUE,11,996.29,90.57,10,FALSE,None,4.6
67,14-06-2022,YYC-SE,17,0.24,144.78,14-06-2022,25-02-2023,Calgary SE,FALSE,43,2366.3,55.03,20,TRUE,Late Delivery,3.25
68,19-09-2022,ONLINE,10,0.25,191.33,19-09-2022,20-08-2024,Online,FALSE,16,572.25,35.77,7,FALSE,None,4.3
69,11-04-2024,YYC-DT,6,0.38,170.01,11-04-2024,03-10-2024,Calgary Downtown,FALSE,4,181.14,45.28,3,TRUE,Website Issue,3.27
70,03-02-2023,YYC-NW,6,0.07,29.2,03-02-2023,24-10-2024,Calgary NW,FALSE,12,897.93,74.83,4,FALSE,None,3.59
71,06-05-2020,YYC-DT,9,0.38,254.11,06-05-2020,27-05-2021,Calgary Downtown,FALSE,43,2373.8,55.2,7,FALSE,None,4.26
72,20-09-2021,YYC-NW,5,0.69,102.91,20-09-2021,15-06-2024,Calgary NW,FALSE,15,1415.9,94.39,6,FALSE,None,4.14
73,27-07-2021,YYC-DT,6,0.29,91.1,27-07-2021,07-03-2022,Calgary Downtown,FALSE,20,1812.51,90.63,6,FALSE,None,4.4
74,18-09-2020,ONLINE,8,0.41,44.25,18-09-2020,08-04-2021,Online,TRUE,33,2461.18,74.58,5,FALSE,None,4.29
75,05-06-2022,YYC-NW,13,0.34,62.91,05-06-2022,06-10-2024,Calgary NW,FALSE,36,3345.7,92.94,11,FALSE,None,4.03
76,04-02-2024,YYC-NW,13,0.24,110.03,04-02-2024,13-12-2024,Calgary NW,FALSE,10,584.69,58.47,9,FALSE,None,4.64
77,24-06-2020,YYC-NW,2,0.03,200.14,24-06-2020,06-09-2021,Calgary NW,FALSE,6,191.6,31.93,2,FALSE,None,4.06
78,18-04-2022,YYC-DT,13,0.29,229.7,18-04-2022,19-02-2024,Calgary Downtown,TRUE,29,894.89,30.86,15,FALSE,None,4.78
79,17-02-2022,YYC-DT,7,0.32,222.48,17-02-2022,12-07-2024,Calgary Downtown,TRUE,22,1148.86,52.22,4,FALSE,None,4.36
80,03-02-2021,YYC-DT,8,0.18,118.7,03-02-2021,19-04-2022,Calgary Downtown,FALSE,29,1838.99,63.41,9,FALSE,None,3.95
81,24-04-2024,YYC-SE,14,0.43,197.5,24-04-2024,16-11-2024,Calgary SE,FALSE,9,461.7,51.3,8,TRUE,Billing Error,3.73
82,12-04-2020,YYC-DT,14,0.3,184.31,12-04-2020,22-02-2022,Calgary Downtown,FALSE,67,4071.87,60.77,15,FALSE,None,3.67
83,19-04-2023,YYC-DT,6,0.34,100.87,19-04-2023,30-06-2024,Calgary Downtown,FALSE,7,303.89,43.41,6,FALSE,None,4.37
84,28-04-2024,YYC-DT,16,0.05,358.97,28-04-2024,07-08-2024,Calgary Downtown,TRUE,8,467.56,58.44,12,FALSE,None,3.85
85,14-10-2024,YYC-NW,4,0.16,86.54,14-10-2024,12-07-2024,Calgary NW,FALSE,1,41.54,41.54,3,FALSE,None,4.05
86,17-05-2021,YYC-DT,12,0.28,32.66,17-05-2021,15-05-2024,Calgary Downtown,TRUE,39,2275.75,58.35,12,FALSE,None,4.47
87,21-07-2024,ONLINE,13,0.49,476.5,21-07-2024,25-11-2024,Online,FALSE,4,251.83,62.96,12,TRUE,Billing Error,3.29
88,01-09-2023,YYC-SE,11,0.23,139.27,01-09-2023,20-11-2024,Calgary SE,FALSE,10,387.09,38.71,13,FALSE,None,3.95
89,12-07-2023,YYC-SE,3,0.34,72.12,12-07-2023,28-11-2024,Calgary SE,FALSE,4,255.77,63.94,2,FALSE,None,4.03
90,03-04-2022,YYC-NW,2,0.5,42.47,03-04-2022,11-08-2024,Calgary NW,TRUE,3,256.64,85.55,2,FALSE,None,4.61
91,27-04-2020,YYC-SE,17,0.69,70.69,27-04-2020,07-06-2023,Calgary SE,FALSE,57,4333.17,76.02,9,FALSE,None,3.59
92,21-08-2019,YYC-DT,15,0.47,35.74,21-08-2019,08-08-2020,Calgary Downtown,FALSE,80,7060.24,88.25,9,FALSE,None,4.47
93,03-02-2021,YYC-DT,17,0.42,124.49,03-02-2021,18-05-2023,Calgary Downtown,FALSE,71,4199.75,59.15,20,FALSE,None,4.14
94,12-06-2019,YYC-NW,4,0.04,324.26,12-06-2019,15-04-2022,Calgary NW,FALSE,22,1895.94,86.18,3,FALSE,None,4.03
95,28-06-2023,ONLINE,12,0.19,121.31,28-06-2023,14-10-2023,Online,FALSE,18,779.13,43.28,14,FALSE,None,3.82
96,25-07-2020,YYC-NW,18,0.11,113.3,25-07-2020,18-07-2023,Calgary NW,TRUE,75,5720.86,76.28,17,FALSE,None,4.83
97,09-04-2022,ONLINE,17,0.42,159.25,09-04-2022,01-05-2023,Online,TRUE,33,959.35,29.07,9,TRUE,Website Issue,4.1
98,08-09-2023,YYC-DT,18,0.18,76.31,08-09-2023,17-09-2024,Calgary Downtown,TRUE,18,1056.75,58.71,19,FALSE,None,4.16
99,01-02-2020,YYC-DT,2,0.41,52.86,01-02-2020,31-07-2022,Calgary Downtown,FALSE,8,492.54,61.57,2,FALSE,None,3.86
100,14-03-2021,YYC-DT,5,0.06,144.27,14-03-2021,24-11-2023,Calgary Downtown,FALSE,13,1175.35,90.41,6,FALSE,None,4.09
101,08-08-2021,YYC-DT,14,0.42,76.39,08-08-2021,05-01-2024,Calgary Downtown,FALSE,51,2620.76,51.39,15,FALSE,None,4.22
102,18-08-2019,YYC-DT,12,0.12,92.6,18-08-2019,05-05-2024,Calgary Downtown,FALSE,62,2623.64,42.32,8,TRUE,Billing Error,2.91
103,08-04-2024,YYC-DT,5,0.18,181.45,08-04-2024,27-09-2024,Calgary Downtown,TRUE,3,235.61,78.54,3,FALSE,None,4.67
104,28-09-2023,YYC-NW,12,0.65,32.76,28-09-2023,12-03-2024,Calgary NW,FALSE,13,769.63,59.2,8,FALSE,None,4.08
105,17-01-2023,YYC-NW,12,0.04,134.88,17-01-2023,21-02-2024,Calgary NW,FALSE,24,2166.59,90.27,13,TRUE,Rude Staff,2.66
106,07-11-2019,YYC-NW,12,0.44,151.67,07-11-2019,07-08-2022,Calgary NW,FALSE,63,3841.56,60.98,8,FALSE,None,4.52
107,08-10-2019,YYC-SE,5,0.2,377.57,08-10-2019,26-05-2021,Calgary SE,FALSE,21,680.43,32.4,4,FALSE,None,4.14
108,03-09-2023,ONLINE,17,0.1,180.45,03-09-2023,14-04-2024,Online,FALSE,18,1335.42,74.19,16,FALSE,None,4.59
109,04-04-2021,YYC-DT,13,0.24,283.33,04-04-2021,12-04-2022,Calgary Downtown,TRUE,50,2015.14,40.3,9,FALSE,None,4.75
110,04-11-2021,YYC-NW,6,0.51,84.06,04-11-2021,01-03-2024,Calgary NW,FALSE,16,415.83,25.99,3,FALSE,None,4
111,15-05-2023,YYC-NW,10,0.07,64.57,15-05-2023,15-06-2024,Calgary NW,FALSE,13,1080.99,83.15,11,FALSE,None,4.6
112,01-08-2021,ONLINE,5,0.45,76.3,01-08-2021,01-03-2022,Online,TRUE,13,642.89,49.45,4,FALSE,None,4.5
113,11-03-2023,ONLINE,4,0.34,227.01,11-03-2023,17-04-2024,Online,FALSE,7,579.74,82.82,2,FALSE,None,4.43
114,19-01-2023,YYC-SE,3,0.53,225.98,19-01-2023,11-05-2023,Calgary SE,FALSE,6,393.8,65.63,3,FALSE,None,3.87
115,17-10-2019,YYC-SE,17,0.04,150.03,17-10-2019,28-11-2024,Calgary SE,FALSE,68,1751.24,25.75,17,FALSE,None,3.91
116,07-07-2020,YYC-DT,6,0.1,154.03,07-07-2020,28-12-2021,Calgary Downtown,FALSE,24,1135.83,47.33,6,TRUE,Late Delivery,3.74
117,30-11-2023,YYC-DT,8,0.2,95.5,30-11-2023,10-06-2024,Calgary Downtown,FALSE,8,411.75,51.47,8,FALSE,None,4.04
118,23-10-2024,YYC-NW,4,0.54,116.05,23-10-2024,07-06-2024,Calgary NW,FALSE,1,80.44,80.44,3,TRUE,Damaged Book,3.35
119,06-10-2022,YYC-SE,9,0.13,130.25,06-10-2022,05-10-2024,Calgary SE,FALSE,14,587.98,42,5,FALSE,None,3.89
120,01-04-2022,YYC-NW,11,0.67,25.35,01-04-2022,10-10-2022,Calgary NW,FALSE,33,2717.29,82.34,13,FALSE,None,4.25
121,14-09-2022,YYC-SE,11,0.17,134.55,14-09-2022,06-09-2023,Calgary SE,FALSE,25,1835.77,73.43,8,FALSE,None,4.5
122,29-05-2024,YYC-DT,11,0.08,231.33,29-05-2024,23-10-2024,Calgary Downtown,FALSE,5,405.77,81.15,8,TRUE,Damaged Book,2.86
123,06-09-2021,YYC-DT,3,0.19,108.75,06-09-2021,16-10-2023,Calgary Downtown,FALSE,9,695.71,77.3,3,FALSE,None,3.85
124,19-05-2022,YYC-NW,7,0.53,241.19,19-05-2022,09-09-2022,Calgary NW,TRUE,13,380.5,29.27,6,FALSE,None,5
125,15-05-2022,YYC-NW,19,0.44,129.88,15-05-2022,12-05-2024,Calgary NW,TRUE,36,2511.4,69.76,15,FALSE,None,4.04
126,25-09-2021,YYC-SE,18,0.56,109.19,25-09-2021,26-10-2022,Calgary SE,FALSE,60,3427.67,57.13,11,FALSE,None,4.09
127,31-07-2021,YYC-SE,16,0.6,80.61,31-07-2021,24-03-2022,Calgary SE,FALSE,55,1590.93,28.93,16,FALSE,None,4.46
128,08-08-2021,ONLINE,19,0.34,56.57,08-08-2021,11-05-2022,Online,TRUE,53,4537.37,85.61,15,FALSE,None,4.39
129,24-03-2024,YYC-SE,18,0.63,132.42,24-03-2024,21-09-2024,Calgary SE,TRUE,9,641.03,71.23,15,TRUE,Damaged Book,4.33
130,09-07-2020,YYC-NW,19,0.02,37.62,09-07-2020,17-09-2024,Calgary NW,FALSE,62,5417.07,87.37,17,FALSE,None,4.63
131,15-07-2021,YYC-NW,3,0.15,117.6,15-07-2021,19-02-2024,Calgary NW,FALSE,10,561.3,56.13,2,FALSE,None,3.87
132,27-01-2019,YYC-NW,3,0.05,180.16,27-01-2019,13-09-2024,Calgary NW,FALSE,17,1146.49,67.44,3,TRUE,Rude Staff,3.06
133,04-08-2024,YYC-DT,19,0.42,53.02,04-08-2024,25-11-2024,Calgary Downtown,FALSE,7,303.52,43.36,20,FALSE,None,4.11
134,21-01-2021,YYC-NW,10,0.54,83.55,21-01-2021,25-05-2024,Calgary NW,FALSE,32,2457.31,76.79,8,FALSE,None,3.98
135,31-03-2023,ONLINE,17,0.32,142.79,31-03-2023,12-09-2023,Online,TRUE,27,2027.65,75.1,9,FALSE,None,4.13
136,17-08-2023,YYC-DT,19,0.26,148.88,17-08-2023,13-12-2023,Calgary Downtown,FALSE,27,2296.7,85.06,21,TRUE,Website Issue,3.6
137,18-03-2021,YYC-SE,10,0.11,34.5,18-03-2021,10-07-2023,Calgary SE,FALSE,38,3060.97,80.55,11,TRUE,Late Delivery,2.7
138,10-11-2022,YYC-SE,19,0.15,221.14,10-11-2022,08-09-2023,Calgary SE,FALSE,40,2662.32,66.56,20,TRUE,Rude Staff,3.4
139,01-02-2023,YYC-DT,11,0.03,125.45,01-02-2023,16-09-2024,Calgary Downtown,FALSE,16,421.95,26.37,11,FALSE,None,3.94
140,31-03-2021,ONLINE,15,0.27,205.44,31-03-2021,12-12-2024,Online,FALSE,40,1470.53,36.76,16,FALSE,None,3.92
141,29-06-2022,YYC-DT,19,0.22,204.14,29-06-2022,16-06-2023,Calgary Downtown,FALSE,36,1149.19,31.92,17,TRUE,Website Issue,2.83
142,03-08-2019,YYC-DT,2,0.23,160.67,03-08-2019,27-09-2022,Calgary Downtown,FALSE,8,413.43,51.68,2,TRUE,Late Delivery,3.41
143,24-03-2024,YYC-NW,6,0.33,51.4,24-03-2024,22-11-2024,Calgary NW,FALSE,4,241.45,60.36,7,TRUE,Damaged Book,3.29
144,07-07-2023,YYC-DT,9,0.57,137.24,07-07-2023,07-02-2024,Calgary Downtown,FALSE,10,614.33,61.43,10,FALSE,None,4.03
145,14-06-2021,YYC-DT,19,0.15,170.83,14-06-2021,30-10-2023,Calgary Downtown,FALSE,66,4290.36,65.01,16,FALSE,None,3.65
146,30-08-2023,YYC-DT,16,0.09,71.83,30-08-2023,09-10-2024,Calgary Downtown,FALSE,23,1157.53,50.33,15,TRUE,Billing Error,3.27
147,30-12-2019,YYC-SE,8,0.13,182.34,30-12-2019,18-08-2023,Calgary SE,TRUE,35,1271.87,36.34,6,FALSE,None,4.58
148,08-11-2021,YYC-SE,4,0.38,235.09,08-11-2021,08-03-2022,Calgary SE,FALSE,9,537.43,59.71,3,FALSE,None,4.02
149,11-09-2022,YYC-NW,13,0.04,95.52,11-09-2022,01-07-2023,Calgary NW,FALSE,21,1896.35,90.3,15,FALSE,None,3.76
150,05-08-2023,YYC-NW,8,0.09,324.84,05-08-2023,05-03-2024,Calgary NW,FALSE,9,654.01,72.67,8,TRUE,Damaged Book,3.44
151,18-11-2020,YYC-NW,16,0.33,303.03,18-11-2020,27-01-2023,Calgary NW,FALSE,61,2040.18,33.45,12,FALSE,None,3.91
152,09-01-2022,ONLINE,15,0.16,69.38,09-01-2022,01-08-2022,Online,FALSE,46,2574.63,55.97,8,FALSE,None,3.55
153,26-02-2022,YYC-NW,12,0.15,230.77,26-02-2022,12-10-2023,Calgary NW,FALSE,36,3270.13,90.84,8,TRUE,Billing Error,3.27
154,28-03-2022,YYC-DT,15,0.38,102.3,28-03-2022,19-05-2023,Calgary Downtown,FALSE,38,2084.81,54.86,8,TRUE,Late Delivery,3.97
155,30-09-2019,YYC-NW,2,0.53,198.91,30-09-2019,30-03-2024,Calgary NW,TRUE,7,540.6,77.23,2,FALSE,None,4.45
156,11-12-2023,YYC-DT,18,0.11,205.79,11-12-2023,23-08-2024,Calgary Downtown,FALSE,17,1534.7,90.28,12,TRUE,Rude Staff,2.83
157,19-11-2023,ONLINE,19,0.65,72.29,19-11-2023,03-12-2024,Online,FALSE,22,696.71,31.67,13,FALSE,None,4.18
158,28-04-2021,YYC-DT,18,0.49,480.23,28-04-2021,15-01-2022,Calgary Downtown,FALSE,52,2966.7,57.05,20,FALSE,None,4.23
159,22-12-2023,ONLINE,17,0.15,288.1,22-12-2023,10-05-2024,Online,TRUE,18,486.49,27.03,11,FALSE,None,4.3
160,04-03-2022,YYC-NW,10,0.16,123.6,04-03-2022,17-02-2024,Calgary NW,FALSE,25,944.58,37.78,6,FALSE,None,3.94
161,29-08-2020,YYC-SE,12,0.33,52.08,29-08-2020,03-11-2022,Calgary SE,TRUE,43,1197.02,27.84,13,FALSE,None,4.21
162,17-02-2019,YYC-NW,19,0.36,111.86,17-02-2019,03-12-2024,Calgary NW,FALSE,86,4894.48,56.91,12,FALSE,None,4.03
163,26-12-2022,YYC-DT,14,0.82,298.22,26-12-2022,18-04-2024,Calgary Downtown,FALSE,25,971.43,38.86,12,TRUE,Late Delivery,3.1
164,10-08-2021,YYC-DT,4,0.08,170.3,10-08-2021,10-10-2022,Calgary Downtown,TRUE,12,615.97,51.33,2,FALSE,None,4.51
165,28-08-2019,YYC-DT,3,0.4,470.43,28-08-2019,29-05-2022,Calgary Downtown,FALSE,11,367.26,33.39,3,TRUE,Rude Staff,3.46
166,30-08-2020,YYC-DT,9,0.33,17.07,30-08-2020,03-02-2023,Calgary Downtown,FALSE,40,2020.31,50.51,8,FALSE,None,4.02
167,21-05-2019,YYC-SE,10,0.38,74.09,21-05-2019,18-05-2022,Calgary SE,TRUE,44,3377.11,76.75,10,FALSE,None,4.42
168,22-08-2024,YYC-DT,4,0.33,216.01,22-08-2024,17-12-2024,Calgary Downtown,FALSE,1,27.7,27.7,4,FALSE,None,3.54
169,16-04-2019,YYC-DT,7,0.45,41.11,16-04-2019,12-04-2023,Calgary Downtown,TRUE,36,1507.22,41.87,8,FALSE,None,4.77
170,02-12-2022,YYC-DT,10,0.33,335.16,02-12-2022,07-02-2024,Calgary Downtown,FALSE,15,1030.63,68.71,5,FALSE,None,3.87
171,07-11-2023,YYC-NW,17,0.28,113.74,07-11-2023,30-06-2024,Calgary NW,TRUE,19,1159.36,61.02,13,FALSE,None,4.81
172,27-01-2024,ONLINE,16,0.38,123.52,27-01-2024,23-12-2024,Online,FALSE,15,1325.57,88.37,19,TRUE,Damaged Book,3.1
173,07-01-2023,YYC-SE,2,0.49,130.31,07-01-2023,27-12-2023,Calgary SE,FALSE,2,167.46,83.73,1,FALSE,None,4.4
174,10-07-2023,YYC-DT,4,0.26,207.35,10-07-2023,12-11-2024,Calgary Downtown,FALSE,4,370.24,92.56,4,TRUE,Rude Staff,3.07
175,25-07-2020,ONLINE,7,0.39,69.6,25-07-2020,28-12-2021,Online,FALSE,31,2098.42,67.69,8,TRUE,Damaged Book,3.01
176,07-12-2024,YYC-NW,11,0.52,95.19,07-12-2024,11-07-2024,Calgary NW,FALSE,2,180.7,90.35,9,FALSE,None,4.22
177,27-05-2022,YYC-NW,12,0.08,203.64,27-05-2022,01-10-2023,Calgary NW,TRUE,33,879.56,26.65,9,FALSE,None,4.22
178,26-02-2024,YYC-DT,18,0.1,150.29,26-02-2024,01-08-2024,Calgary Downtown,TRUE,12,926.61,77.22,20,FALSE,None,4.49
179,29-10-2020,YYC-NW,7,0.36,141.88,29-10-2020,25-12-2021,Calgary NW,FALSE,25,1821.87,72.87,6,FALSE,None,3.54
