date,description,charge,payment,card_id,net_change,rolling_balance
25-07-2019,Digital advertising spend,1373.09,0,CC-001,1373.09,5324.8
25-07-2019,E-comm shipping labels,522.12,0,CC-001,522.12,5846.92
29-07-2019,E-comm shipping labels,614.25,0,CC-001,614.25,6461.17
31-07-2019,Office & packaging supplies,331.63,0,CC-001,331.63,6792.8
01-08-2019,E-comm shipping labels,187.92,0,CC-001,187.92,6980.72
01-08-2019,Software subscriptions,422.55,0,CC-001,422.55,7403.27
05-08-2019,Credit card payment,0,8634.37,CC-001,-8634.37,-1231.1
05-08-2019,E-comm shipping labels,623.36,0,CC-001,623.36,-607.74
07-08-2019,Office & packaging supplies,301.04,0,CC-001,301.04,-306.7
08-08-2019,E-comm shipping labels,508.43,0,CC-001,508.43,201.73
12-08-2019,Digital advertising spend,1612.48,0,CC-001,1612.48,1814.21
12-08-2019,E-comm shipping labels,551.32,0,CC-001,551.32,2365.53
14-08-2019,Office & packaging supplies,110.77,0,CC-001,110.77,2476.3
15-08-2019,E-comm shipping labels,370.71,0,CC-001,370.71,2847.01
20-08-2019,Credit card payment,0,2734.99,CC-001,-2734.99,112.02
20-08-2019,Travel & meals,1448.05,0,CC-001,1448.05,1560.07
21-08-2019,Office & packaging supplies,483.08,0,CC-001,483.08,2043.15
22-08-2019,E-comm shipping labels,270.85,0,CC-001,270.85,2314
26-08-2019,E-comm shipping labels,232.4,0,CC-001,232.4,2546.4
28-08-2019,Office & packaging supplies,252.44,0,CC-001,252.44,2798.84
29-08-2019,E-comm shipping labels,222.28,0,CC-001,222.28,3021.12
01-09-2019,Software subscriptions,934.6,0,CC-001,934.6,3955.72
04-09-2019,Office & packaging supplies,393.26,0,CC-001,393.26,4348.98
04-09-2019,Travel & meals,360.1,0,CC-001,360.1,4709.08
05-09-2019,Credit card payment,0,7834.87,CC-001,-7834.87,-3125.79
05-09-2019,E-comm shipping labels,323.07,0,CC-001,323.07,-2802.72
09-09-2019,E-comm shipping labels,128.54,0,CC-001,128.54,-2674.18
11-09-2019,Office & packaging supplies,372.19,0,CC-001,372.19,-2301.99
12-09-2019,Digital advertising spend,754.65,0,CC-001,754.65,-1547.34
12-09-2019,E-comm shipping labels,262.5,0,CC-001,262.5,-1284.84
16-09-2019,E-comm shipping labels,649.93,0,CC-001,649.93,-634.91
18-09-2019,Digital advertising spend,2103.17,0,CC-001,2103.17,1468.26
18-09-2019,Office & packaging supplies,454.12,0,CC-001,454.12,1922.38
19-09-2019,E-comm shipping labels,220.01,0,CC-001,220.01,2142.39
20-09-2019,Credit card payment,0,3900.97,CC-001,-3900.97,-1758.58
23-09-2019,E-comm shipping labels,204.02,0,CC-001,204.02,-1554.56
25-09-2019,Digital advertising spend,1327.02,0,CC-001,1327.02,-227.54
25-09-2019,Office & packaging supplies,356.51,0,CC-001,356.51,128.97
26-09-2019,E-comm shipping labels,565.29,0,CC-001,565.29,694.26
26-09-2019,Travel & meals,1874.79,0,CC-001,1874.79,2569.05
30-09-2019,E-comm shipping labels,427.5,0,CC-001,427.5,2996.55
01-10-2019,Software subscriptions,454.41,0,CC-001,454.41,3450.96
02-10-2019,Travel & meals,335.09,0,CC-001,335.09,3786.05
03-10-2019,E-comm shipping labels,401.9,0,CC-001,401.9,4187.95
07-10-2019,E-comm shipping labels,320.49,0,CC-001,320.49,4508.44
09-10-2019,Office & packaging supplies,437.34,0,CC-001,437.34,4945.78
10-10-2019,E-comm shipping labels,601.46,0,CC-001,601.46,5547.24
14-10-2019,E-comm shipping labels,541.79,0,CC-001,541.79,6089.03
16-10-2019,Office & packaging supplies,503.11,0,CC-001,503.11,6592.14
17-10-2019,E-comm shipping labels,145.65,0,CC-001,145.65,6737.79
18-10-2019,Digital advertising spend,1943.3,0,CC-001,1943.3,8681.09
21-10-2019,E-comm shipping labels,496.37,0,CC-001,496.37,9177.46
23-10-2019,Office & packaging supplies,505.45,0,CC-001,505.45,9682.91
24-10-2019,E-comm shipping labels,138.65,0,CC-001,138.65,9821.56
25-10-2019,Digital advertising spend,760.29,0,CC-001,760.29,10581.85
31-10-2019,E-comm shipping labels,331.02,0,CC-001,331.02,10912.87
01-11-2019,Software subscriptions,374.31,0,CC-001,374.31,11287.18
04-11-2019,E-comm shipping labels,645.1,0,CC-001,645.1,11932.28
05-11-2019,Credit card payment,0,4025.97,CC-001,-4025.97,7906.31
06-11-2019,Office & packaging supplies,283.86,0,CC-001,283.86,8190.17
07-11-2019,E-comm shipping labels,571.2,0,CC-001,571.2,8761.37
11-11-2019,E-comm shipping labels,579.12,0,CC-001,579.12,9340.49
12-11-2019,Digital advertising spend,2701.6,0,CC-001,2701.6,12042.09
13-11-2019,Office & packaging supplies,366.86,0,CC-001,366.86,12408.95
14-11-2019,E-comm shipping labels,563.13,0,CC-001,563.13,12972.08
18-11-2019,Digital advertising spend,994.74,0,CC-001,994.74,13966.82
20-11-2019,Credit card payment,0,3308.98,CC-001,-3308.98,10657.84
20-11-2019,Office & packaging supplies,473.52,0,CC-001,473.52,11131.36
21-11-2019,E-comm shipping labels,456.7,0,CC-001,456.7,11588.06
25-11-2019,Digital advertising spend,1396.65,0,CC-001,1396.65,12984.71
25-11-2019,E-comm shipping labels,550.48,0,CC-001,550.48,13535.19
27-11-2019,Office & packaging supplies,116.69,0,CC-001,116.69,13651.88
28-11-2019,E-comm shipping labels,514.62,0,CC-001,514.62,14166.5
01-12-2019,Software subscriptions,483.31,0,CC-001,483.31,14649.81
02-12-2019,E-comm shipping labels,397.52,0,CC-001,397.52,15047.33
04-12-2019,Office & packaging supplies,416.98,0,CC-001,416.98,15464.31
05-12-2019,Credit card payment,0,2710.34,CC-001,-2710.34,12753.97
05-12-2019,E-comm shipping labels,322.64,0,CC-001,322.64,13076.61
09-12-2019,E-comm shipping labels,288.67,0,CC-001,288.67,13365.28
12-12-2019,Digital advertising spend,2242.21,0,CC-001,2242.21,15607.49
12-12-2019,E-comm shipping labels,565.7,0,CC-001,565.7,16173.19
16-12-2019,E-comm shipping labels,633.4,0,CC-001,633.4,16806.59
19-12-2019,Travel & meals,1592.18,0,CC-001,1592.18,18398.77
20-12-2019,Credit card payment,0,4143.56,CC-001,-4143.56,14255.21
23-12-2019,E-comm shipping labels,499.43,0,CC-001,499.43,14754.64
25-12-2019,Digital advertising spend,2049.77,0,CC-001,2049.77,16804.41
25-12-2019,Office & packaging supplies,275.01,0,CC-001,275.01,17079.42
26-12-2019,E-comm shipping labels,365.66,0,CC-001,365.66,17445.08
30-12-2019,E-comm shipping labels,567.04,0,CC-001,567.04,18012.12
01-01-2020,Office & packaging supplies,356.66,0,CC-001,356.66,18368.78
01-01-2020,Software subscriptions,810.29,0,CC-001,810.29,19179.07
06-01-2020,E-comm shipping labels,494.37,0,CC-001,494.37,19673.44
08-01-2020,Office & packaging supplies,175.96,0,CC-001,175.96,19849.4
09-01-2020,E-comm shipping labels,432.22,0,CC-001,432.22,20281.62
13-01-2020,E-comm shipping labels,475.45,0,CC-001,475.45,20757.07
15-01-2020,Office & packaging supplies,335.89,0,CC-001,335.89,21092.96
20-01-2020,Credit card payment,0,8861.39,CC-001,-8861.39,12231.57
23-01-2020,E-comm shipping labels,456.78,0,CC-001,456.78,12688.35
30-01-2020,E-comm shipping labels,364.96,0,CC-001,364.96,13053.31
01-02-2020,Software subscriptions,425.11,0,CC-001,425.11,13478.42
05-02-2020,Credit card payment,0,8594.25,CC-001,-8594.25,4884.17
05-02-2020,Office & packaging supplies,90.32,0,CC-001,90.32,4974.49
06-02-2020,E-comm shipping labels,439.43,0,CC-001,439.43,5413.92
10-02-2020,E-comm shipping labels,199.57,0,CC-001,199.57,5613.49
10-02-2020,Travel & meals,333.3,0,CC-001,333.3,5946.79
12-02-2020,Digital advertising spend,1687.22,0,CC-001,1687.22,7634.01
13-02-2020,E-comm shipping labels,139.38,0,CC-001,139.38,7773.39
18-02-2020,Digital advertising spend,1379.78,0,CC-001,1379.78,9153.17
20-02-2020,Credit card payment,0,8471.04,CC-001,-8471.04,682.13
20-02-2020,E-comm shipping labels,232.86,0,CC-001,232.86,914.99
24-02-2020,E-comm shipping labels,340.2,0,CC-001,340.2,1255.19
25-02-2020,Digital advertising spend,2739.51,0,CC-001,2739.51,3994.7
27-02-2020,E-comm shipping labels,306.49,0,CC-001,306.49,4301.19
01-03-2020,Software subscriptions,738.38,0,CC-001,738.38,5039.57
02-03-2020,E-comm shipping labels,563.89,0,CC-001,563.89,5603.46
05-03-2020,Credit card payment,0,5861.56,CC-001,-5861.56,-258.1
09-03-2020,E-comm shipping labels,504.13,0,CC-001,504.13,246.03
11-03-2020,Office & packaging supplies,270.52,0,CC-001,270.52,516.55
12-03-2020,Digital advertising spend,2286.75,0,CC-001,2286.75,2803.3
12-03-2020,E-comm shipping labels,210.75,0,CC-001,210.75,3014.05
18-03-2020,Digital advertising spend,922.98,0,CC-001,922.98,3937.03
18-03-2020,Office & packaging supplies,95.3,0,CC-001,95.3,4032.33
20-03-2020,Credit card payment,0,3192.54,CC-001,-3192.54,839.79
25-03-2020,Digital advertising spend,825.02,0,CC-001,825.02,1664.81
26-03-2020,E-comm shipping labels,543.98,0,CC-001,543.98,2208.79
01-04-2020,Software subscriptions,437.61,0,CC-001,437.61,2646.4
02-04-2020,E-comm shipping labels,498.72,0,CC-001,498.72,3145.12
06-04-2020,E-comm shipping labels,440.06,0,CC-001,440.06,3585.18
08-04-2020,Office & packaging supplies,487.7,0,CC-001,487.7,4072.88
09-04-2020,E-comm shipping labels,378.35,0,CC-001,378.35,4451.23
13-04-2020,E-comm shipping labels,593.74,0,CC-001,593.74,5044.97
16-04-2020,E-comm shipping labels,448.43,0,CC-001,448.43,5493.4
20-04-2020,Credit card payment,0,7880.92,CC-001,-7880.92,-2387.52
20-04-2020,E-comm shipping labels,484.03,0,CC-001,484.03,-1903.49
27-04-2020,E-comm shipping labels,428.27,0,CC-001,428.27,-1475.22
01-05-2020,Software subscriptions,690.31,0,CC-001,690.31,-784.91
05-05-2020,Credit card payment,0,7443.57,CC-001,-7443.57,-8228.48
06-05-2020,Office & packaging supplies,437.69,0,CC-001,437.69,-7790.79
11-05-2020,E-comm shipping labels,424.91,0,CC-001,424.91,-7365.88
12-05-2020,Digital advertising spend,2203.87,0,CC-001,2203.87,-5162.01
13-05-2020,Office & packaging supplies,344.03,0,CC-001,344.03,-4817.98
14-05-2020,E-comm shipping labels,377.63,0,CC-001,377.63,-4440.35
18-05-2020,Digital advertising spend,817.43,0,CC-001,817.43,-3622.92
18-05-2020,E-comm shipping labels,655.91,0,CC-001,655.91,-2967.01
20-05-2020,Credit card payment,0,3276.97,CC-001,-3276.97,-6243.98
20-05-2020,Office & packaging supplies,325.36,0,CC-001,325.36,-5918.62
20-05-2020,Travel & meals,1186.5,0,CC-001,1186.5,-4732.12
25-05-2020,Digital advertising spend,1911.58,0,CC-001,1911.58,-2820.54
28-05-2020,E-comm shipping labels,332.67,0,CC-001,332.67,-2487.87
01-06-2020,E-comm shipping labels,459.55,0,CC-001,459.55,-2028.32
01-06-2020,Software subscriptions,717.9,0,CC-001,717.9,-1310.42
03-06-2020,Office & packaging supplies,361.54,0,CC-001,361.54,-948.88
05-06-2020,Credit card payment,0,8738.39,CC-001,-8738.39,-9687.27
08-06-2020,E-comm shipping labels,567.01,0,CC-001,567.01,-9120.26
12-06-2020,Digital advertising spend,1359.11,0,CC-001,1359.11,-7761.15
17-06-2020,Office & packaging supplies,237.43,0,CC-001,237.43,-7523.72
18-06-2020,Digital advertising spend,2297.84,0,CC-001,2297.84,-5225.88
18-06-2020,E-comm shipping labels,273.21,0,CC-001,273.21,-4952.67
24-06-2020,Office & packaging supplies,349.56,0,CC-001,349.56,-4603.11
25-06-2020,Digital advertising spend,1331.74,0,CC-001,1331.74,-3271.37
01-07-2020,Office & packaging supplies,476.66,0,CC-001,476.66,-2794.71
01-07-2020,Software subscriptions,812.06,0,CC-001,812.06,-1982.65
06-07-2020,E-comm shipping labels,520.71,0,CC-001,520.71,-1461.94
08-07-2020,Office & packaging supplies,111.82,0,CC-001,111.82,-1350.12
13-07-2020,E-comm shipping labels,341.97,0,CC-001,341.97,-1008.15
15-07-2020,Office & packaging supplies,106.26,0,CC-001,106.26,-901.89
20-07-2020,Credit card payment,0,9427.09,CC-001,-9427.09,-10328.98
20-07-2020,E-comm shipping labels,217.64,0,CC-001,217.64,-10111.34
27-07-2020,E-comm shipping labels,488.93,0,CC-001,488.93,-9622.41
27-07-2020,Travel & meals,1791.91,0,CC-001,1791.91,-7830.5
30-07-2020,E-comm shipping labels,498.8,0,CC-001,498.8,-7331.7
01-08-2020,Software subscriptions,905.16,0,CC-001,905.16,-6426.54
03-08-2020,E-comm shipping labels,575.31,0,CC-001,575.31,-5851.23
05-08-2020,Credit card payment,0,7818.29,CC-001,-7818.29,-13669.52
05-08-2020,Office & packaging supplies,110,0,CC-001,110,-13559.52
10-08-2020,E-comm shipping labels,337.47,0,CC-001,337.47,-13222.05
10-08-2020,Travel & meals,1715.89,0,CC-001,1715.89,-11506.16
12-08-2020,Digital advertising spend,644.03,0,CC-001,644.03,-10862.13
12-08-2020,Office & packaging supplies,270.38,0,CC-001,270.38,-10591.75
13-08-2020,E-comm shipping labels,450.34,0,CC-001,450.34,-10141.41
17-08-2020,Travel & meals,1448.33,0,CC-001,1448.33,-8693.08
18-08-2020,Digital advertising spend,2504.65,0,CC-001,2504.65,-6188.43
19-08-2020,Office & packaging supplies,102.35,0,CC-001,102.35,-6086.08
20-08-2020,Credit card payment,0,5301.25,CC-001,-5301.25,-11387.33
20-08-2020,E-comm shipping labels,362.74,0,CC-001,362.74,-11024.59
25-08-2020,Digital advertising spend,1016.82,0,CC-001,1016.82,-10007.77
26-08-2020,Office & packaging supplies,289.31,0,CC-001,289.31,-9718.46
27-08-2020,E-comm shipping labels,626.77,0,CC-001,626.77,-9091.69
01-09-2020,Software subscriptions,800.85,0,CC-001,800.85,-8290.84
03-09-2020,E-comm shipping labels,191.16,0,CC-001,191.16,-8099.68
07-09-2020,E-comm shipping labels,330.1,0,CC-001,330.1,-7769.58
09-09-2020,Office & packaging supplies,190.19,0,CC-001,190.19,-7579.39
10-09-2020,E-comm shipping labels,570.46,0,CC-001,570.46,-7008.93
18-09-2020,Digital advertising spend,1617.43,0,CC-001,1617.43,-5391.5
21-09-2020,E-comm shipping labels,255.92,0,CC-001,255.92,-5135.58
23-09-2020,Office & packaging supplies,177.09,0,CC-001,177.09,-4958.49
25-09-2020,Digital advertising spend,1146.81,0,CC-001,1146.81,-3811.68
28-09-2020,E-comm shipping labels,474.56,0,CC-001,474.56,-3337.12
01-10-2020,E-comm shipping labels,229.95,0,CC-001,229.95,-3107.17
01-10-2020,Software subscriptions,621.4,0,CC-001,621.4,-2485.77
05-10-2020,Credit card payment,0,4503.27,CC-001,-4503.27,-6989.04
07-10-2020,Office & packaging supplies,408.94,0,CC-001,408.94,-6580.1
08-10-2020,E-comm shipping labels,431.2,0,CC-001,431.2,-6148.9
12-10-2020,Digital advertising spend,761.09,0,CC-001,761.09,-5387.81
14-10-2020,Office & packaging supplies,413.75,0,CC-001,413.75,-4974.06
20-10-2020,Credit card payment,0,5145.28,CC-001,-5145.28,-10119.34
21-10-2020,Office & packaging supplies,123.64,0,CC-001,123.64,-9995.7
28-10-2020,Office & packaging supplies,270.47,0,CC-001,270.47,-9725.23
29-10-2020,E-comm shipping labels,593.38,0,CC-001,593.38,-9131.85
01-11-2020,Software subscriptions,507.58,0,CC-001,507.58,-8624.27
02-11-2020,E-comm shipping labels,592.71,0,CC-001,592.71,-8031.56
04-11-2020,Office & packaging supplies,219.63,0,CC-001,219.63,-7811.93
05-11-2020,Credit card payment,0,3668.54,CC-001,-3668.54,-11480.47
11-11-2020,Office & packaging supplies,113.41,0,CC-001,113.41,-11367.06
12-11-2020,Digital advertising spend,1799.87,0,CC-001,1799.87,-9567.19
12-11-2020,E-comm shipping labels,203.88,0,CC-001,203.88,-9363.31
16-11-2020,E-comm shipping labels,508.59,0,CC-001,508.59,-8854.72
18-11-2020,Digital advertising spend,2514.37,0,CC-001,2514.37,-6340.35
19-11-2020,E-comm shipping labels,262.36,0,CC-001,262.36,-6077.99
20-11-2020,Credit card payment,0,8313.35,CC-001,-8313.35,-14391.34
23-11-2020,E-comm shipping labels,348.04,0,CC-001,348.04,-14043.3
25-11-2020,Digital advertising spend,2490.61,0,CC-001,2490.61,-11552.69
25-11-2020,Office & packaging supplies,202.73,0,CC-001,202.73,-11349.96
26-11-2020,E-comm shipping labels,387.37,0,CC-001,387.37,-10962.59
30-11-2020,E-comm shipping labels,433.47,0,CC-001,433.47,-10529.12
01-12-2020,Software subscriptions,800.68,0,CC-001,800.68,-9728.44
02-12-2020,Office & packaging supplies,469.4,0,CC-001,469.4,-9259.04
03-12-2020,E-comm shipping labels,566.85,0,CC-001,566.85,-8692.19
09-12-2020,Office & packaging supplies,377.17,0,CC-001,377.17,-8315.02
16-12-2020,Office & packaging supplies,99.81,0,CC-001,99.81,-8215.21
18-12-2020,Digital advertising spend,1422.95,0,CC-001,1422.95,-6792.26
21-12-2020,E-comm shipping labels,397.66,0,CC-001,397.66,-6394.6
24-12-2020,E-comm shipping labels,309.46,0,CC-001,309.46,-6085.14
28-12-2020,E-comm shipping labels,424.06,0,CC-001,424.06,-5661.08
01-01-2021,Software subscriptions,725.97,0,CC-001,725.97,-4935.11
04-01-2021,E-comm shipping labels,350.05,0,CC-001,350.05,-4585.06
05-01-2021,Credit card payment,0,4945.06,CC-001,-4945.06,-9530.12
06-01-2021,Office & packaging supplies,159.07,0,CC-001,159.07,-9371.05
07-01-2021,E-comm shipping labels,285.19,0,CC-001,285.19,-9085.86
11-01-2021,E-comm shipping labels,323.69,0,CC-001,323.69,-8762.17
12-01-2021,Digital advertising spend,2485.17,0,CC-001,2485.17,-6277
13-01-2021,Office & packaging supplies,249.16,0,CC-001,249.16,-6027.84
14-01-2021,E-comm shipping labels,630.57,0,CC-001,630.57,-5397.27
18-01-2021,Digital advertising spend,1939.97,0,CC-001,1939.97,-3457.3
20-01-2021,Credit card payment,0,4611.39,CC-001,-4611.39,-8068.69
20-01-2021,Office & packaging supplies,363.05,0,CC-001,363.05,-7705.64
21-01-2021,E-comm shipping labels,140.69,0,CC-001,140.69,-7564.95
25-01-2021,E-comm shipping labels,437.72,0,CC-001,437.72,-7127.23
25-01-2021,Travel & meals,868.69,0,CC-001,868.69,-6258.54
28-01-2021,E-comm shipping labels,278.57,0,CC-001,278.57,-5979.97
01-02-2021,E-comm shipping labels,603.96,0,CC-001,603.96,-5376.01
01-02-2021,Software subscriptions,680.77,0,CC-001,680.77,-4695.24
04-02-2021,E-comm shipping labels,223.98,0,CC-001,223.98,-4471.26
05-02-2021,Credit card payment,0,3314.47,CC-001,-3314.47,-7785.73
08-02-2021,E-comm shipping labels,263,0,CC-001,263,-7522.73
10-02-2021,Office & packaging supplies,262.44,0,CC-001,262.44,-7260.29
11-02-2021,E-comm shipping labels,182.9,0,CC-001,182.9,-7077.39
12-02-2021,Digital advertising spend,2504.38,0,CC-001,2504.38,-4573.01
15-02-2021,E-comm shipping labels,270.84,0,CC-001,270.84,-4302.17
17-02-2021,Office & packaging supplies,208.12,0,CC-001,208.12,-4094.05
18-02-2021,Digital advertising spend,1570.69,0,CC-001,1570.69,-2523.36
18-02-2021,E-comm shipping labels,214.59,0,CC-001,214.59,-2308.77
25-02-2021,E-comm shipping labels,451.06,0,CC-001,451.06,-1857.71
01-03-2021,E-comm shipping labels,162.69,0,CC-001,162.69,-1695.02
01-03-2021,Software subscriptions,904.11,0,CC-001,904.11,-790.91
04-03-2021,E-comm shipping labels,315.96,0,CC-001,315.96,-474.95
05-03-2021,Credit card payment,0,5077.67,CC-001,-5077.67,-5552.62
05-03-2021,Travel & meals,1235.66,0,CC-001,1235.66,-4316.96
08-03-2021,E-comm shipping labels,148.08,0,CC-001,148.08,-4168.88
10-03-2021,Office & packaging supplies,321.33,0,CC-001,321.33,-3847.55
10-03-2021,Travel & meals,1833.88,0,CC-001,1833.88,-2013.67
11-03-2021,E-comm shipping labels,451.44,0,CC-001,451.44,-1562.23
18-03-2021,Digital advertising spend,1609.11,0,CC-001,1609.11,46.88
22-03-2021,E-comm shipping labels,354.58,0,CC-001,354.58,401.46
25-03-2021,Digital advertising spend,747.37,0,CC-001,747.37,1148.83
25-03-2021,E-comm shipping labels,164.81,0,CC-001,164.81,1313.64
01-04-2021,E-comm shipping labels,473.82,0,CC-001,473.82,1787.46
01-04-2021,Software subscriptions,573.4,0,CC-001,573.4,2360.86
05-04-2021,Credit card payment,0,7484.1,CC-001,-7484.1,-5123.24
08-04-2021,E-comm shipping labels,586.39,0,CC-001,586.39,-4536.85
12-04-2021,Digital advertising spend,2262.71,0,CC-001,2262.71,-2274.14
12-04-2021,E-comm shipping labels,398.33,0,CC-001,398.33,-1875.81
