customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,dataset
74,15-05-2019,YYC-NW,3,0.31,167.51,bookstore_customers
75,24-05-2022,YYC-DT,1,0.24,142.76,bookstore_customers
76,06-08-2020,YYC-SE,13,0.3,66.48,bookstore_customers
77,30-07-2024,YYC-DT,2,0.12,340.78,bookstore_customers
78,27-07-2024,YYC-DT,10,0.47,75.47,bookstore_customers
79,16-08-2022,YYC-NW,2,0.07,78.74,bookstore_customers
80,14-06-2023,YYC-DT,10,0.46,27.37,bookstore_customers
81,19-12-2024,YYC-NW,7,0.29,336.75,bookstore_customers
82,07-02-2019,YYC-NW,7,0.28,42.92,bookstore_customers
83,31-01-2022,YYC-DT,10,0.25,73.49,bookstore_customers
84,08-12-2023,YYC-DT,4,0.14,121.5,bookstore_customers
85,30-08-2021,YYC-DT,7,0.38,90.7,bookstore_customers
86,05-04-2019,YYC-NW,12,0.07,231.78,bookstore_customers
87,19-01-2023,YYC-DT,3,0.09,113.3,bookstore_customers
88,08-02-2020,YYC-DT,8,0.3,167.1,bookstore_customers
89,30-03-2021,YYC-DT,8,0.3,229.9,bookstore_customers
90,05-09-2021,YYC-DT,6,0.18,267.28,bookstore_customers
91,29-10-2022,YYC-SE,4,0.14,148.35,bookstore_customers
92,16-03-2019,YYC-NW,10,0.06,91.33,bookstore_customers
93,13-02-2024,YYC-DT,4,0.02,83.17,bookstore_customers
94,15-10-2024,YYC-NW,3,0.1,116.73,bookstore_customers
95,02-07-2022,YYC-DT,8,0.21,56.62,bookstore_customers
96,11-09-2020,YYC-SE,8,0.66,150.82,bookstore_customers
97,23-06-2023,YYC-SE,16,0.21,127.46,bookstore_customers
98,06-04-2022,YYC-SE,15,0.46,59.21,bookstore_customers
99,08-10-2020,YYC-NW,9,0.04,301.26,bookstore_customers
100,21-06-2020,YYC-DT,0,0.37,229.92,bookstore_customers
101,31-07-2022,YYC-DT,8,0.31,25.31,bookstore_customers
102,10-11-2020,YYC-NW,7,0.18,131.04,bookstore_customers
103,11-07-2023,YYC-DT,9,0.35,106.72,bookstore_customers
104,09-08-2020,YYC-SE,3,0.24,316.68,bookstore_customers
105,12-07-2019,YYC-NW,5,0.39,85.44,bookstore_customers
106,19-02-2021,YYC-DT,8,0.08,94.57,bookstore_customers
107,06-01-2020,YYC-SE,12,0.19,7.49,bookstore_customers
108,07-05-2020,YYC-NW,0,0.34,177.58,bookstore_customers
109,26-03-2019,YYC-NW,1,0.14,34.59,bookstore_customers
110,17-05-2024,YYC-NW,6,0.41,188.89,bookstore_customers
111,02-12-2023,YYC-SE,5,0.56,474.33,bookstore_customers
112,03-04-2020,YYC-SE,14,0.18,198.22,bookstore_customers
113,06-06-2019,YYC-DT,2,0.19,126.06,bookstore_customers
114,11-01-2022,YYC-NW,6,0.25,193.14,bookstore_customers
115,07-04-2019,YYC-SE,8,0.19,103.77,bookstore_customers
116,09-02-2021,YYC-NW,8,0.35,396.82,bookstore_customers
117,22-11-2020,YYC-SE,9,0.37,64,bookstore_customers
118,31-07-2020,YYC-NW,13,0.27,88.49,bookstore_customers
119,05-05-2022,YYC-SE,5,0.34,138.99,bookstore_customers
120,25-05-2020,YYC-SE,0,0.11,99.11,bookstore_customers
121,30-08-2019,YYC-DT,5,0.27,127.04,bookstore_customers
122,13-07-2022,YYC-DT,8,0.28,63.1,bookstore_customers
123,18-09-2019,YYC-NW,12,0.49,68.23,bookstore_customers
124,08-11-2019,YYC-NW,8,0.32,109.09,bookstore_customers
125,21-11-2024,YYC-NW,0,0.46,152.23,bookstore_customers
126,09-03-2021,YYC-DT,8,0.17,64.71,bookstore_customers
127,19-06-2022,YYC-DT,11,0.09,346.58,bookstore_customers
128,27-02-2020,YYC-DT,3,0.62,52.07,bookstore_customers
129,18-07-2022,YYC-DT,9,0.19,163.79,bookstore_customers
130,16-01-2020,YYC-NW,6,0.08,37.64,bookstore_customers
131,23-10-2020,YYC-NW,16,0.45,124.93,bookstore_customers
132,04-10-2021,YYC-DT,6,0.11,289.46,bookstore_customers
133,06-07-2021,YYC-DT,3,0.21,93.6,bookstore_customers
134,17-02-2021,YYC-DT,11,0.45,363.22,bookstore_customers
135,01-07-2023,YYC-NW,7,0.19,191.85,bookstore_customers
136,14-07-2020,YYC-NW,14,0.26,223.05,bookstore_customers
137,27-03-2022,YYC-NW,0,0.09,66.69,bookstore_customers
138,31-05-2023,YYC-SE,1,0.23,224.14,bookstore_customers
139,09-07-2022,YYC-SE,10,0.49,416.28,bookstore_customers
140,06-10-2022,YYC-SE,3,0.2,159.39,bookstore_customers
141,15-05-2020,YYC-DT,14,0.16,78.26,bookstore_customers
142,27-01-2023,YYC-NW,5,0.14,190.17,bookstore_customers
143,23-03-2020,YYC-DT,7,0.21,106.65,bookstore_customers
144,23-01-2020,YYC-DT,14,0.59,101.6,bookstore_customers
145,15-12-2019,YYC-SE,9,0.16,171.55,bookstore_customers
146,03-07-2022,YYC-SE,10,0.5,55.11,bookstore_customers
147,14-07-2020,YYC-DT,7,0.67,147.59,bookstore_customers
148,12-07-2020,YYC-NW,9,0.05,194.93,bookstore_customers
149,07-03-2024,YYC-DT,7,0.06,65.56,bookstore_customers
150,03-04-2022,YYC-SE,9,0.11,261.36,bookstore_customers
151,25-06-2022,YYC-SE,11,0.08,52.38,bookstore_customers
152,16-04-2024,YYC-NW,12,0.14,174.39,bookstore_customers
153,13-07-2019,YYC-NW,5,0.26,113.92,bookstore_customers
154,12-09-2023,YYC-SE,12,0.34,154.67,bookstore_customers
155,11-05-2020,YYC-NW,10,0.51,210.19,bookstore_customers
156,01-06-2022,YYC-DT,3,0.16,39.02,bookstore_customers
157,14-07-2023,YYC-DT,10,0.66,87.37,bookstore_customers
158,29-10-2019,YYC-NW,17,0.09,270.09,bookstore_customers
159,15-08-2020,YYC-DT,3,0.38,67,bookstore_customers
160,25-01-2020,YYC-DT,8,0.54,100.96,bookstore_customers
161,19-03-2024,YYC-SE,4,0.05,43.7,bookstore_customers
162,14-06-2019,YYC-DT,11,0.4,128.71,bookstore_customers
163,29-10-2023,YYC-DT,3,0.28,234.23,bookstore_customers
164,19-11-2020,YYC-NW,6,0.22,42.53,bookstore_customers
165,13-07-2020,YYC-DT,2,0.38,20.95,bookstore_customers
166,20-10-2019,YYC-SE,1,0.17,237.78,bookstore_customers
167,11-08-2020,YYC-NW,11,0.39,232.82,bookstore_customers
168,28-06-2023,YYC-DT,7,0.26,113.82,bookstore_customers
169,11-01-2019,YYC-DT,12,0.35,252.23,bookstore_customers
170,04-11-2022,YYC-SE,19,0.56,119.69,bookstore_customers
171,24-05-2021,YYC-DT,12,0.29,326.75,bookstore_customers
172,11-05-2020,YYC-DT,5,0.35,166.5,bookstore_customers
173,02-03-2019,YYC-NW,5,0.23,39.57,bookstore_customers
174,02-02-2022,YYC-NW,4,0.03,118.87,bookstore_customers
175,25-08-2023,YYC-DT,5,0.39,219.29,bookstore_customers
176,16-10-2019,YYC-NW,3,0.44,102.03,bookstore_customers
177,29-06-2024,YYC-SE,0,0.07,69.18,bookstore_customers
178,23-10-2022,YYC-NW,8,0.22,96.22,bookstore_customers
179,01-11-2024,YYC-NW,9,0.58,209.53,bookstore_customers
180,13-04-2020,YYC-NW,8,0.18,133.03,bookstore_customers
181,18-07-2020,YYC-NW,10,0.44,102.57,bookstore_customers
182,26-05-2024,YYC-NW,0,0.56,35.3,bookstore_customers
183,19-08-2019,YYC-DT,3,0.03,282.27,bookstore_customers
184,19-09-2022,YYC-DT,8,0.29,78.62,bookstore_customers
185,05-07-2022,YYC-DT,14,0.31,327.13,bookstore_customers
186,12-05-2020,YYC-SE,19,0.39,152.36,bookstore_customers
187,15-08-2024,YYC-DT,11,0.62,182.33,bookstore_customers
188,30-04-2023,YYC-DT,4,0.21,119,bookstore_customers
189,22-06-2023,YYC-SE,9,0.66,255.68,bookstore_customers
190,21-08-2021,YYC-DT,12,0.19,109.04,bookstore_customers
191,16-08-2022,YYC-NW,4,0.1,46.67,bookstore_customers
192,11-08-2023,YYC-NW,13,0.35,159.2,bookstore_customers
193,28-08-2019,YYC-NW,9,0.26,266.77,bookstore_customers
194,05-12-2024,YYC-DT,10,0.36,179.07,bookstore_customers
195,07-03-2020,YYC-DT,6,0.1,117.06,bookstore_customers
196,01-09-2019,YYC-SE,4,0.36,87,bookstore_customers
197,07-06-2020,YYC-DT,0,0.24,241.88,bookstore_customers
198,09-11-2023,YYC-SE,5,0.35,100.65,bookstore_customers
199,02-11-2024,YYC-DT,13,0.08,243.11,bookstore_customers
200,30-01-2024,YYC-NW,9,0.04,252.66,bookstore_customers
201,13-07-2023,YYC-DT,4,0.37,150.86,bookstore_customers
202,03-04-2021,YYC-SE,13,0.03,114.33,bookstore_customers
203,27-10-2023,YYC-DT,6,0.3,184.33,bookstore_customers
204,04-08-2023,YYC-SE,4,0.53,82.76,bookstore_customers
205,01-10-2024,YYC-DT,7,0.24,202.94,bookstore_customers
206,09-01-2020,YYC-DT,1,0.16,98.96,bookstore_customers
207,25-12-2019,YYC-DT,14,0.16,240.06,bookstore_customers
208,20-08-2019,YYC-SE,12,0.22,64.98,bookstore_customers
209,05-10-2019,YYC-NW,10,0.4,251.63,bookstore_customers
210,04-03-2024,YYC-NW,6,0.4,98.15,bookstore_customers
211,03-09-2020,YYC-SE,4,0.34,351.22,bookstore_customers
212,29-03-2022,YYC-SE,13,0.41,489.46,bookstore_customers
213,09-01-2024,YYC-DT,0,0.32,161.67,bookstore_customers
214,06-04-2019,YYC-DT,1,0.09,98.58,bookstore_customers
215,16-09-2024,YYC-DT,17,0.15,207.08,bookstore_customers
216,06-04-2021,YYC-DT,10,0.07,262.84,bookstore_customers
217,22-09-2021,YYC-NW,12,0.09,147.48,bookstore_customers
218,02-06-2023,YYC-NW,9,0.38,313.78,bookstore_customers
219,18-10-2019,YYC-DT,11,0.31,97.21,bookstore_customers
220,02-04-2023,YYC-NW,9,0.12,66.4,bookstore_customers
221,16-03-2021,YYC-DT,11,0.13,52.96,bookstore_customers
222,17-10-2023,YYC-SE,8,0.31,124.51,bookstore_customers
223,01-08-2022,YYC-NW,4,0.41,202.36,bookstore_customers
224,16-05-2024,YYC-DT,11,0.35,86.34,bookstore_customers
225,26-10-2020,YYC-DT,15,0.44,121.37,bookstore_customers
226,29-04-2022,YYC-NW,8,0.66,259.58,bookstore_customers
227,07-10-2022,YYC-DT,10,0.38,98.91,bookstore_customers
228,30-10-2024,YYC-SE,2,0.22,305.88,bookstore_customers
229,30-05-2024,YYC-DT,8,0.32,44.61,bookstore_customers
230,11-01-2022,YYC-NW,0,0.05,137.11,bookstore_customers
231,28-02-2023,YYC-NW,14,0.29,141.05,bookstore_customers
232,25-10-2023,YYC-SE,11,0.29,116.19,bookstore_customers
233,14-03-2021,YYC-SE,3,0.21,93.83,bookstore_customers
234,02-08-2024,YYC-SE,20,0.78,113.2,bookstore_customers
235,04-07-2023,YYC-NW,12,0.4,95.29,bookstore_customers
236,21-12-2023,YYC-NW,8,0.54,174.27,bookstore_customers
237,25-08-2023,YYC-NW,0,0.31,66.95,bookstore_customers
238,23-04-2019,YYC-DT,13,0.39,323.91,bookstore_customers
239,07-10-2022,YYC-NW,2,0.29,80.77,bookstore_customers
240,23-04-2019,YYC-NW,6,0.19,191.78,bookstore_customers
241,15-02-2023,YYC-DT,14,0.48,137.56,bookstore_customers
242,18-10-2020,YYC-DT,16,0.59,77.19,bookstore_customers
243,12-09-2022,YYC-DT,12,0.08,167.68,bookstore_customers
244,11-03-2023,YYC-SE,10,0.32,100.13,bookstore_customers
245,05-11-2019,YYC-DT,13,0.16,53.35,bookstore_customers
246,02-12-2021,YYC-SE,6,0.55,262.07,bookstore_customers
247,11-10-2020,YYC-NW,8,0.07,131.83,bookstore_customers
248,02-10-2023,YYC-DT,11,0.16,113.04,bookstore_customers
249,30-11-2022,YYC-NW,10,0.03,213.45,bookstore_customers
250,12-09-2021,YYC-SE,7,0.4,162.35,bookstore_customers
251,07-04-2020,YYC-DT,6,0.44,40.14,bookstore_customers
252,29-12-2021,YYC-SE,8,0.04,207.55,bookstore_customers
253,01-07-2019,YYC-DT,0,0.27,88.68,bookstore_customers
254,25-10-2024,YYC-SE,15,0.52,148.91,bookstore_customers
255,11-12-2022,YYC-NW,18,0.36,182.9,bookstore_customers
256,29-07-2024,YYC-DT,8,0.35,38.61,bookstore_customers
257,05-04-2020,YYC-SE,9,0.49,193.82,bookstore_customers
258,29-10-2019,YYC-SE,8,0.15,219.27,bookstore_customers
259,14-03-2023,YYC-NW,13,0.34,131.06,bookstore_customers
260,19-11-2021,YYC-DT,7,0.34,101.09,bookstore_customers
261,07-05-2024,YYC-NW,7,0.12,109.69,bookstore_customers
262,22-12-2024,YYC-NW,5,0.17,121.88,bookstore_customers
263,14-07-2020,YYC-NW,12,0.21,102.78,bookstore_customers
264,20-01-2021,YYC-DT,6,0.12,176.25,bookstore_customers
265,22-10-2024,YYC-DT,3,0.17,30.92,bookstore_customers
266,01-07-2024,YYC-DT,3,0.54,116.31,bookstore_customers
267,02-08-2020,YYC-DT,17,0.13,199.49,bookstore_customers
268,11-03-2024,YYC-SE,15,0.47,62.1,bookstore_customers
269,26-04-2023,YYC-DT,0,0.29,65.85,bookstore_customers
270,31-01-2019,YYC-DT,11,0.23,70.7,bookstore_customers
271,05-09-2022,YYC-NW,9,0.31,28.92,bookstore_customers
272,12-02-2020,YYC-DT,3,0.17,86.76,bookstore_customers
273,09-04-2022,YYC-DT,8,0.3,301.57,bookstore_customers
274,25-12-2023,YYC-DT,10,0.21,86.97,bookstore_customers
275,22-12-2023,YYC-SE,8,0.43,322.91,bookstore_customers
276,16-02-2019,YYC-DT,14,0.28,27.8,bookstore_customers
277,05-09-2019,YYC-DT,4,0.36,181.11,bookstore_customers
278,03-09-2022,YYC-NW,8,0.44,98.46,bookstore_customers
279,17-04-2019,YYC-SE,5,0.11,521.77,bookstore_customers
280,22-05-2021,YYC-NW,8,0.12,104.59,bookstore_customers
281,30-04-2024,YYC-DT,15,0.47,197.06,bookstore_customers
282,04-01-2019,YYC-NW,6,0.52,181.13,bookstore_customers
283,28-06-2022,YYC-DT,7,0.1,123.99,bookstore_customers
284,28-04-2024,YYC-SE,13,0.07,202.31,bookstore_customers
285,27-01-2021,YYC-SE,11,0.3,297.92,bookstore_customers
286,08-06-2021,YYC-NW,2,0.23,63.14,bookstore_customers
287,15-09-2019,YYC-DT,11,0.28,329.18,bookstore_customers
288,14-08-2020,YYC-NW,1,0.19,327.03,bookstore_customers
289,15-04-2024,YYC-DT,14,0.05,201.45,bookstore_customers
290,05-03-2019,YYC-NW,6,0.06,45.18,bookstore_customers
291,05-07-2020,YYC-DT,10,0.44,96.2,bookstore_customers
292,08-05-2024,YYC-SE,13,0.01,133.91,bookstore_customers
293,26-11-2021,YYC-DT,3,0.64,236.99,bookstore_customers
294,02-08-2024,YYC-DT,11,0.24,71.22,bookstore_customers
295,09-02-2024,YYC-DT,8,0.65,132.82,bookstore_customers
296,15-05-2020,YYC-NW,7,0.12,113.8,bookstore_customers
297,14-09-2020,YYC-SE,15,0.26,144.32,bookstore_customers
298,02-09-2021,YYC-DT,9,0.21,280.99,bookstore_customers
299,06-05-2020,YYC-DT,13,0.38,79.76,bookstore_customers
300,01-08-2020,YYC-DT,6,0.56,260.99,bookstore_customers
301,19-01-2019,YYC-DT,6,0.52,115.32,bookstore_customers
302,11-05-2022,YYC-DT,8,0.36,123.07,bookstore_customers
303,11-05-2023,YYC-NW,10,0.09,167.94,bookstore_customers
304,13-08-2019,YYC-NW,0,0.23,99.59,bookstore_customers
305,04-09-2023,YYC-DT,0,0.41,153.2,bookstore_customers
306,03-06-2024,YYC-NW,4,0.59,91.7,bookstore_customers
307,07-02-2020,YYC-SE,10,0.19,53.35,bookstore_customers
308,09-07-2023,YYC-NW,0,0.31,99.77,bookstore_customers
309,16-05-2022,YYC-NW,1,0.55,226.16,bookstore_customers
310,13-02-2021,YYC-NW,14,0.3,108.21,bookstore_customers
311,10-06-2022,YYC-DT,9,0.11,109.15,bookstore_customers
312,22-06-2023,YYC-SE,7,0.4,207.89,bookstore_customers
313,13-12-2024,YYC-SE,8,0.18,153.89,bookstore_customers
314,12-07-2024,YYC-SE,6,0.13,226.56,bookstore_customers
315,13-08-2024,YYC-DT,1,0.45,82.44,bookstore_customers
316,28-01-2021,YYC-NW,18,0.43,121.1,bookstore_customers
317,24-09-2021,YYC-NW,14,0.25,240.21,bookstore_customers
318,17-03-2024,YYC-DT,13,0.07,164.46,bookstore_customers
319,09-02-2023,YYC-NW,10,0.16,110.47,bookstore_customers
320,27-12-2024,YYC-SE,2,0.46,178.54,bookstore_customers
321,19-09-2024,YYC-NW,3,0.22,373.11,bookstore_customers
322,14-06-2019,YYC-NW,0,0.33,113.5,bookstore_customers
323,27-01-2020,YYC-DT,3,0.43,169.66,bookstore_customers
324,26-01-2020,YYC-NW,9,0.13,317.12,bookstore_customers
325,24-10-2021,YYC-NW,5,0.51,80.8,bookstore_customers
326,24-08-2021,YYC-DT,11,0.25,181.33,bookstore_customers
327,10-11-2022,YYC-DT,7,0.33,172.68,bookstore_customers
328,21-04-2024,YYC-DT,3,0.19,117.39,bookstore_customers
329,07-02-2021,YYC-DT,16,0.32,219.39,bookstore_customers
330,01-10-2023,YYC-DT,2,0.38,136.95,bookstore_customers
331,23-03-2020,YYC-NW,14,0.1,283.33,bookstore_customers
332,23-03-2023,YYC-NW,0,0.15,297.72,bookstore_customers
333,20-08-2022,YYC-SE,0,0.34,59.68,bookstore_customers
334,29-02-2020,YYC-DT,12,0.42,171.46,bookstore_customers
335,29-09-2024,YYC-DT,12,0.1,213.12,bookstore_customers
336,22-10-2023,YYC-SE,6,0.23,127.68,bookstore_customers
337,17-12-2024,YYC-DT,12,0.07,105.18,bookstore_customers
338,12-11-2020,YYC-DT,1,0.37,140.45,bookstore_customers
339,05-01-2021,YYC-NW,6,0.43,235.24,bookstore_customers
340,09-09-2024,YYC-SE,9,0.12,185.6,bookstore_customers
341,13-12-2020,YYC-DT,10,0.36,224.62,bookstore_customers
342,28-11-2020,YYC-DT,6,0.31,54.23,bookstore_customers
343,17-01-2021,YYC-SE,8,0.56,136.13,bookstore_customers
344,09-03-2021,YYC-DT,4,0.24,101.43,bookstore_customers
345,15-06-2022,YYC-DT,15,0.2,120.45,bookstore_customers
346,24-02-2020,YYC-DT,5,0.09,196.43,bookstore_customers
347,27-01-2023,YYC-NW,10,0.16,56.06,bookstore_customers
348,06-11-2021,YYC-DT,18,0.63,157.81,bookstore_customers
349,15-11-2021,YYC-NW,7,0.46,144.78,bookstore_customers
350,08-01-2019,YYC-SE,11,0.19,48.14,bookstore_customers
351,21-05-2023,YYC-DT,8,0.08,210.32,bookstore_customers
352,03-05-2020,YYC-NW,9,0.25,365.68,bookstore_customers
353,05-10-2020,YYC-SE,10,0.33,91.66,bookstore_customers
354,06-09-2023,YYC-DT,16,0.6,137.22,bookstore_customers
355,10-02-2019,YYC-SE,11,0.37,354.68,bookstore_customers
356,06-08-2019,YYC-NW,4,0.3,140.65,bookstore_customers
357,05-07-2024,YYC-DT,14,0.35,121.03,bookstore_customers
358,27-01-2022,YYC-DT,11,0.36,59.02,bookstore_customers
359,21-05-2021,YYC-DT,8,0.29,62.43,bookstore_customers
360,19-09-2019,YYC-DT,10,0.31,98.62,bookstore_customers
361,16-04-2022,YYC-SE,3,0.61,42.61,bookstore_customers
362,10-07-2024,YYC-DT,5,0.1,171.9,bookstore_customers
363,28-10-2024,YYC-SE,10,0.13,281.23,bookstore_customers
364,05-06-2023,YYC-DT,4,0.21,383.11,bookstore_customers
365,24-06-2024,YYC-DT,17,0.37,27.75,bookstore_customers
366,15-12-2021,YYC-DT,11,0.03,117.69,bookstore_customers
367,04-12-2019,YYC-DT,13,0.06,241.23,bookstore_customers
368,31-01-2024,YYC-NW,12,0.59,160.79,bookstore_customers
369,03-11-2021,YYC-NW,18,0.31,95.54,bookstore_customers
370,27-08-2020,YYC-NW,3,0.41,457.25,bookstore_customers
371,09-02-2023,YYC-DT,0,0.12,167.41,bookstore_customers
372,05-12-2021,YYC-NW,3,0.08,79.2,bookstore_customers
373,16-04-2019,YYC-NW,5,0.08,166.14,bookstore_customers
374,05-01-2023,YYC-DT,6,0.12,143.04,bookstore_customers
375,17-09-2019,YYC-SE,9,0.32,97.1,bookstore_customers
376,10-11-2020,YYC-DT,15,0.14,81.62,bookstore_customers
377,28-09-2023,YYC-NW,18,0.18,164.56,bookstore_customers
378,06-09-2022,YYC-NW,5,0.29,37.96,bookstore_customers
379,27-01-2023,YYC-NW,0,0.17,33.37,bookstore_customers
380,20-09-2021,YYC-SE,2,0.29,137.55,bookstore_customers
381,12-06-2020,YYC-DT,12,0.38,137.75,bookstore_customers
382,14-09-2020,YYC-DT,9,0.35,238.98,bookstore_customers
383,01-01-2022,YYC-DT,13,0.11,40.45,bookstore_customers
384,02-09-2024,YYC-NW,2,0.32,130.21,bookstore_customers
385,13-04-2019,YYC-DT,8,0.31,113.34,bookstore_customers
386,19-05-2023,YYC-NW,10,0.37,78.59,bookstore_customers
387,19-10-2019,YYC-DT,14,0.2,75.19,bookstore_customers
388,05-09-2021,YYC-NW,3,0.26,336.34,bookstore_customers
389,14-12-2024,YYC-DT,13,0.42,19.75,bookstore_customers
390,27-06-2019,YYC-SE,1,0.14,176.52,bookstore_customers
391,04-08-2021,YYC-DT,9,0.04,139.66,bookstore_customers
392,11-01-2023,YYC-DT,12,0.14,174.04,bookstore_customers
393,18-07-2020,YYC-DT,10,0.16,89.18,bookstore_customers
394,07-03-2022,YYC-DT,8,0.2,235.08,bookstore_customers
395,25-10-2022,YYC-SE,3,0.16,77.34,bookstore_customers
396,29-03-2024,YYC-NW,11,0.34,112.8,bookstore_customers
397,13-12-2022,YYC-NW,1,0.25,103.02,bookstore_customers
398,20-12-2019,YYC-DT,6,0.52,198.8,bookstore_customers
399,19-05-2020,YYC-SE,15,0.65,76.6,bookstore_customers
400,01-08-2022,YYC-NW,11,0.35,135.73,bookstore_customers
401,07-08-2020,YYC-SE,12,0.31,291.79,bookstore_customers
402,08-06-2021,YYC-SE,3,0.33,38.26,bookstore_customers
403,25-12-2023,YYC-DT,10,0.15,524.22,bookstore_customers
404,29-11-2020,YYC-DT,5,0.21,52.03,bookstore_customers
405,30-09-2020,YYC-SE,9,0.2,45.57,bookstore_customers
406,05-10-2020,YYC-DT,14,0.27,89.46,bookstore_customers
407,21-08-2021,YYC-DT,11,0.33,58.03,bookstore_customers
408,25-05-2020,YYC-DT,14,0.49,81.04,bookstore_customers
409,14-11-2022,YYC-NW,3,0.1,104.29,bookstore_customers
