date,description,deposit,withdrawal,account_id,net_change,rolling_balance
11-03-2019,Misc operating expense,0,1598.34,CHK-001,-1598.34,16326.06
12-03-2019,Sales sweep deposit,3643.08,0,CHK-001,3643.08,19969.14
14-03-2019,Payroll,0,12299.98,CHK-001,-12299.98,7669.16
15-03-2019,Inventory supplier payment,0,8098.56,CHK-001,-8098.56,-429.4
15-03-2019,Sales sweep deposit,4428.94,0,CHK-001,4428.94,3999.54
19-03-2019,Sales sweep deposit,4932.11,0,CHK-001,4932.11,8931.65
22-03-2019,Sales sweep deposit,4803.89,0,CHK-001,4803.89,13735.54
26-03-2019,Sales sweep deposit,3376.36,0,CHK-001,3376.36,17111.9
28-03-2019,Inventory supplier payment,0,9259.04,CHK-001,-9259.04,7852.86
28-03-2019,Payroll,0,12625.82,CHK-001,-12625.82,-4772.96
29-03-2019,Sales sweep deposit,4051.52,0,CHK-001,4051.52,-721.44
31-03-2019,Sales sweep deposit,4041.85,0,CHK-001,4041.85,3320.41
01-04-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-15179.59
02-04-2019,Sales sweep deposit,4427.51,0,CHK-001,4427.51,-10752.08
05-04-2019,Sales sweep deposit,3494.63,0,CHK-001,3494.63,-7257.45
09-04-2019,Sales sweep deposit,4981.21,0,CHK-001,4981.21,-2276.24
10-04-2019,Utilities (power/water/internet),0,2265.48,CHK-001,-2265.48,-4541.72
11-04-2019,Payroll,0,12915.73,CHK-001,-12915.73,-17457.45
12-04-2019,Sales sweep deposit,4093.61,0,CHK-001,4093.61,-13363.84
14-04-2019,Sales sweep deposit,4510.62,0,CHK-001,4510.62,-8853.22
15-04-2019,Inventory supplier payment,0,10166.98,CHK-001,-10166.98,-19020.2
15-04-2019,Misc operating expense,0,869.46,CHK-001,-869.46,-19889.66
16-04-2019,Sales sweep deposit,3640.97,0,CHK-001,3640.97,-16248.69
19-04-2019,Sales sweep deposit,4117.25,0,CHK-001,4117.25,-12131.44
21-04-2019,Sales sweep deposit,4078.25,0,CHK-001,4078.25,-8053.19
23-04-2019,Sales sweep deposit,3664.65,0,CHK-001,3664.65,-4388.54
25-04-2019,Payroll,0,12503.73,CHK-001,-12503.73,-16892.27
26-04-2019,Sales sweep deposit,4840.96,0,CHK-001,4840.96,-12051.31
28-04-2019,Inventory supplier payment,0,9426.95,CHK-001,-9426.95,-21478.26
30-04-2019,Sales sweep deposit,3985.11,0,CHK-001,3985.11,-17493.15
01-05-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-35993.15
03-05-2019,Sales sweep deposit,4027.69,0,CHK-001,4027.69,-31965.46
07-05-2019,Sales sweep deposit,4813.03,0,CHK-001,4813.03,-27152.43
08-05-2019,Misc operating expense,0,521.99,CHK-001,-521.99,-27674.42
09-05-2019,Payroll,0,12221.66,CHK-001,-12221.66,-39896.08
10-05-2019,Sales sweep deposit,3682.32,0,CHK-001,3682.32,-36213.76
10-05-2019,Utilities (power/water/internet),0,2336.74,CHK-001,-2336.74,-38550.5
12-05-2019,Sales sweep deposit,4096.74,0,CHK-001,4096.74,-34453.76
14-05-2019,Sales sweep deposit,4300.34,0,CHK-001,4300.34,-30153.42
15-05-2019,Inventory supplier payment,0,7922.06,CHK-001,-7922.06,-38075.48
17-05-2019,Sales sweep deposit,4354.55,0,CHK-001,4354.55,-33720.93
21-05-2019,Sales sweep deposit,4837.42,0,CHK-001,4837.42,-28883.51
23-05-2019,Payroll,0,11584.21,CHK-001,-11584.21,-40467.72
24-05-2019,Sales sweep deposit,3716.31,0,CHK-001,3716.31,-36751.41
28-05-2019,Inventory supplier payment,0,9658.48,CHK-001,-9658.48,-46409.89
28-05-2019,Sales sweep deposit,4779.15,0,CHK-001,4779.15,-41630.74
31-05-2019,Sales sweep deposit,4057.52,0,CHK-001,4057.52,-37573.22
03-06-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-56073.22
04-06-2019,Sales sweep deposit,4264.15,0,CHK-001,4264.15,-51809.07
06-06-2019,Payroll,0,13069.93,CHK-001,-13069.93,-64879
07-06-2019,Sales sweep deposit,4712.5,0,CHK-001,4712.5,-60166.5
10-06-2019,Utilities (power/water/internet),0,2090.62,CHK-001,-2090.62,-62257.12
11-06-2019,Sales sweep deposit,4390.32,0,CHK-001,4390.32,-57866.8
14-06-2019,Sales sweep deposit,4434.06,0,CHK-001,4434.06,-53432.74
15-06-2019,Inventory supplier payment,0,8173.98,CHK-001,-8173.98,-61606.72
18-06-2019,Sales sweep deposit,4012.28,0,CHK-001,4012.28,-57594.44
20-06-2019,Payroll,0,11334.74,CHK-001,-11334.74,-68929.18
21-06-2019,Sales sweep deposit,4464.43,0,CHK-001,4464.43,-64464.75
24-06-2019,Misc operating expense,0,935.31,CHK-001,-935.31,-65400.06
25-06-2019,Sales sweep deposit,4976.49,0,CHK-001,4976.49,-60423.57
28-06-2019,Inventory supplier payment,0,8293.39,CHK-001,-8293.39,-68716.96
28-06-2019,Sales sweep deposit,3787.87,0,CHK-001,3787.87,-64929.09
30-06-2019,Sales sweep deposit,4601.29,0,CHK-001,4601.29,-60327.8
01-07-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-78827.8
02-07-2019,Sales sweep deposit,3810.62,0,CHK-001,3810.62,-75017.18
04-07-2019,Payroll,0,12093.77,CHK-001,-12093.77,-87110.95
05-07-2019,Sales sweep deposit,4748.42,0,CHK-001,4748.42,-82362.53
09-07-2019,Sales sweep deposit,3667.4,0,CHK-001,3667.4,-78695.13
10-07-2019,Utilities (power/water/internet),0,2346.01,CHK-001,-2346.01,-81041.14
12-07-2019,Sales sweep deposit,3497.89,0,CHK-001,3497.89,-77543.25
14-07-2019,Sales sweep deposit,4958.79,0,CHK-001,4958.79,-72584.46
15-07-2019,Inventory supplier payment,0,8690.57,CHK-001,-8690.57,-81275.03
16-07-2019,Sales sweep deposit,3813.3,0,CHK-001,3813.3,-77461.73
18-07-2019,Payroll,0,13124.26,CHK-001,-13124.26,-90585.99
19-07-2019,Sales sweep deposit,4444.58,0,CHK-001,4444.58,-86141.41
21-07-2019,Sales sweep deposit,3656.97,0,CHK-001,3656.97,-82484.44
23-07-2019,Refunds / chargeback reversal,77.14,0,CHK-001,77.14,-82407.3
23-07-2019,Sales sweep deposit,5021.83,0,CHK-001,5021.83,-77385.47
26-07-2019,Sales sweep deposit,4696.65,0,CHK-001,4696.65,-72688.82
28-07-2019,Inventory supplier payment,0,7899.6,CHK-001,-7899.6,-80588.42
30-07-2019,Sales sweep deposit,4692.65,0,CHK-001,4692.65,-75895.77
01-08-2019,Payroll,0,11814.1,CHK-001,-11814.1,-87709.87
01-08-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-106209.87
02-08-2019,Sales sweep deposit,4669.61,0,CHK-001,4669.61,-101540.26
06-08-2019,Sales sweep deposit,3987.48,0,CHK-001,3987.48,-97552.78
09-08-2019,Sales sweep deposit,4739.65,0,CHK-001,4739.65,-92813.13
11-08-2019,Sales sweep deposit,5397.8,0,CHK-001,5397.8,-87415.33
13-08-2019,Sales sweep deposit,5232.35,0,CHK-001,5232.35,-82182.98
15-08-2019,Inventory supplier payment,0,9431.1,CHK-001,-9431.1,-91614.08
15-08-2019,Payroll,0,12799.67,CHK-001,-12799.67,-104413.75
16-08-2019,Sales sweep deposit,4816.11,0,CHK-001,4816.11,-99597.64
20-08-2019,Sales sweep deposit,4112.65,0,CHK-001,4112.65,-95484.99
21-08-2019,Misc operating expense,0,329.21,CHK-001,-329.21,-95814.2
23-08-2019,Sales sweep deposit,4579.46,0,CHK-001,4579.46,-91234.74
27-08-2019,Sales sweep deposit,4332.51,0,CHK-001,4332.51,-86902.23
28-08-2019,Inventory supplier payment,0,9839.87,CHK-001,-9839.87,-96742.1
29-08-2019,Payroll,0,13095.49,CHK-001,-13095.49,-109837.59
30-08-2019,Sales sweep deposit,5210.65,0,CHK-001,5210.65,-104626.94
01-09-2019,Sales sweep deposit,4745.98,0,CHK-001,4745.98,-99880.96
02-09-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-118380.96
03-09-2019,Sales sweep deposit,4862.83,0,CHK-001,4862.83,-113518.13
03-09-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-132018.13
06-09-2019,Sales sweep deposit,4693.5,0,CHK-001,4693.5,-127324.63
10-09-2019,Sales sweep deposit,5468.91,0,CHK-001,5468.91,-121855.72
10-09-2019,Utilities (power/water/internet),0,2346.55,CHK-001,-2346.55,-124202.27
12-09-2019,Payroll,0,11406.72,CHK-001,-11406.72,-135608.99
13-09-2019,Sales sweep deposit,4358.25,0,CHK-001,4358.25,-131250.74
15-09-2019,Inventory supplier payment,0,8498.73,CHK-001,-8498.73,-139749.47
15-09-2019,Sales sweep deposit,4761.01,0,CHK-001,4761.01,-134988.46
17-09-2019,Sales sweep deposit,5470.58,0,CHK-001,5470.58,-129517.88
20-09-2019,Sales sweep deposit,4901.02,0,CHK-001,4901.02,-124616.86
24-09-2019,Sales sweep deposit,4840.9,0,CHK-001,4840.9,-119775.96
26-09-2019,Payroll,0,13157.31,CHK-001,-13157.31,-132933.27
27-09-2019,Sales sweep deposit,4290.66,0,CHK-001,4290.66,-128642.61
28-09-2019,Inventory supplier payment,0,9181.16,CHK-001,-9181.16,-137823.77
30-09-2019,Misc operating expense,0,704.45,CHK-001,-704.45,-138528.22
01-10-2019,Sales sweep deposit,4936.49,0,CHK-001,4936.49,-133591.73
01-10-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-152091.73
04-10-2019,Sales sweep deposit,3505.39,0,CHK-001,3505.39,-148586.34
08-10-2019,Sales sweep deposit,4645.11,0,CHK-001,4645.11,-143941.23
09-10-2019,Misc operating expense,0,1589.76,CHK-001,-1589.76,-145530.99
10-10-2019,Payroll,0,11976.95,CHK-001,-11976.95,-157507.94
10-10-2019,Utilities (power/water/internet),0,2179.49,CHK-001,-2179.49,-159687.43
11-10-2019,Sales sweep deposit,3445.97,0,CHK-001,3445.97,-156241.46
13-10-2019,Sales sweep deposit,4650.09,0,CHK-001,4650.09,-151591.37
15-10-2019,Inventory supplier payment,0,7835.23,CHK-001,-7835.23,-159426.6
15-10-2019,Sales sweep deposit,4023.11,0,CHK-001,4023.11,-155403.49
18-10-2019,Sales sweep deposit,3563.56,0,CHK-001,3563.56,-151839.93
22-10-2019,Sales sweep deposit,4649.48,0,CHK-001,4649.48,-147190.45
24-10-2019,Payroll,0,12233.27,CHK-001,-12233.27,-159423.72
25-10-2019,Sales sweep deposit,4027.29,0,CHK-001,4027.29,-155396.43
28-10-2019,Inventory supplier payment,0,10282.81,CHK-001,-10282.81,-165679.24
29-10-2019,Sales sweep deposit,3450.85,0,CHK-001,3450.85,-162228.39
01-11-2019,Sales sweep deposit,5649.59,0,CHK-001,5649.59,-156578.8
01-11-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-175078.8
05-11-2019,Sales sweep deposit,4105.14,0,CHK-001,4105.14,-170973.66
07-11-2019,Payroll,0,10804.06,CHK-001,-10804.06,-181777.72
08-11-2019,Sales sweep deposit,4883.59,0,CHK-001,4883.59,-176894.13
12-11-2019,Sales sweep deposit,5881.68,0,CHK-001,5881.68,-171012.45
15-11-2019,Inventory supplier payment,0,11401.98,CHK-001,-11401.98,-182414.43
15-11-2019,Sales sweep deposit,6057.26,0,CHK-001,6057.26,-176357.17
17-11-2019,Sales sweep deposit,5117.68,0,CHK-001,5117.68,-171239.49
19-11-2019,Sales sweep deposit,4461.75,0,CHK-001,4461.75,-166777.74
21-11-2019,Payroll,0,11728.87,CHK-001,-11728.87,-178506.61
22-11-2019,Sales sweep deposit,4178.56,0,CHK-001,4178.56,-174328.05
26-11-2019,Sales sweep deposit,5457.7,0,CHK-001,5457.7,-168870.35
28-11-2019,Inventory supplier payment,0,10751.24,CHK-001,-10751.24,-179621.59
29-11-2019,Sales sweep deposit,4511.5,0,CHK-001,4511.5,-175110.09
02-12-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-193610.09
03-12-2019,Sales sweep deposit,4932.97,0,CHK-001,4932.97,-188677.12
03-12-2019,Store & warehouse rent,0,18500,CHK-001,-18500,-207177.12
05-12-2019,Payroll,0,10944.49,CHK-001,-10944.49,-218121.61
06-12-2019,Sales sweep deposit,4904.61,0,CHK-001,4904.61,-213217
10-12-2019,Sales sweep deposit,4309.68,0,CHK-001,4309.68,-208907.32
10-12-2019,Utilities (power/water/internet),0,2097.62,CHK-001,-2097.62,-211004.94
13-12-2019,Sales sweep deposit,5162.43,0,CHK-001,5162.43,-205842.51
15-12-2019,Inventory supplier payment,0,11192.22,CHK-001,-11192.22,-217034.73
17-12-2019,Sales sweep deposit,5848.37,0,CHK-001,5848.37,-211186.36
19-12-2019,Payroll,0,12269.17,CHK-001,-12269.17,-223455.53
20-12-2019,Sales sweep deposit,4750.84,0,CHK-001,4750.84,-218704.69
23-12-2019,Misc operating expense,0,1536.41,CHK-001,-1536.41,-220241.1
24-12-2019,Sales sweep deposit,5763.52,0,CHK-001,5763.52,-214477.58
27-12-2019,Sales sweep deposit,4204.77,0,CHK-001,4204.77,-210272.81
28-12-2019,Inventory supplier payment,0,9643.9,CHK-001,-9643.9,-219916.71
31-12-2019,Sales sweep deposit,4762.51,0,CHK-001,4762.51,-215154.2
01-01-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-233839.2
02-01-2020,Payroll,0,9918.45,CHK-001,-9918.45,-243757.65
03-01-2020,Sales sweep deposit,3856.64,0,CHK-001,3856.64,-239901.01
07-01-2020,Sales sweep deposit,3477.14,0,CHK-001,3477.14,-236423.87
10-01-2020,Sales sweep deposit,3627.31,0,CHK-001,3627.31,-232796.56
10-01-2020,Utilities (power/water/internet),0,2392.76,CHK-001,-2392.76,-235189.32
12-01-2020,Sales sweep deposit,3500.72,0,CHK-001,3500.72,-231688.6
14-01-2020,Sales sweep deposit,2699.86,0,CHK-001,2699.86,-228988.74
15-01-2020,Inventory supplier payment,0,7526.39,CHK-001,-7526.39,-236515.13
16-01-2020,Payroll,0,11190.77,CHK-001,-11190.77,-247705.9
17-01-2020,Sales sweep deposit,3332.06,0,CHK-001,3332.06,-244373.84
21-01-2020,Sales sweep deposit,3855.55,0,CHK-001,3855.55,-240518.29
24-01-2020,Sales sweep deposit,3075.16,0,CHK-001,3075.16,-237443.13
28-01-2020,Inventory supplier payment,0,7278.43,CHK-001,-7278.43,-244721.56
28-01-2020,Sales sweep deposit,3046.78,0,CHK-001,3046.78,-241674.78
30-01-2020,Payroll,0,9625.74,CHK-001,-9625.74,-251300.52
31-01-2020,Sales sweep deposit,3367.38,0,CHK-001,3367.38,-247933.14
03-02-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-266618.14
04-02-2020,Sales sweep deposit,3334.41,0,CHK-001,3334.41,-263283.73
07-02-2020,Sales sweep deposit,3753.1,0,CHK-001,3753.1,-259530.63
10-02-2020,Utilities (power/water/internet),0,2346.98,CHK-001,-2346.98,-261877.61
11-02-2020,Sales sweep deposit,3294.08,0,CHK-001,3294.08,-258583.53
13-02-2020,Payroll,0,11501.88,CHK-001,-11501.88,-270085.41
14-02-2020,Sales sweep deposit,3232.64,0,CHK-001,3232.64,-266852.77
15-02-2020,Inventory supplier payment,0,6360.72,CHK-001,-6360.72,-273213.49
18-02-2020,Sales sweep deposit,3467.41,0,CHK-001,3467.41,-269746.08
21-02-2020,Sales sweep deposit,3944.47,0,CHK-001,3944.47,-265801.61
25-02-2020,Sales sweep deposit,3233.4,0,CHK-001,3233.4,-262568.21
26-02-2020,Misc operating expense,0,447.35,CHK-001,-447.35,-263015.56
27-02-2020,Payroll,0,10228.15,CHK-001,-10228.15,-273243.71
28-02-2020,Inventory supplier payment,0,7441,CHK-001,-7441,-280684.71
28-02-2020,Sales sweep deposit,3225.94,0,CHK-001,3225.94,-277458.77
02-03-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-296143.77
03-03-2020,Sales sweep deposit,3908.05,0,CHK-001,3908.05,-292235.72
03-03-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-310920.72
04-03-2020,Misc operating expense,0,1079.93,CHK-001,-1079.93,-312000.65
06-03-2020,Sales sweep deposit,2728.94,0,CHK-001,2728.94,-309271.71
10-03-2020,Sales sweep deposit,3199.13,0,CHK-001,3199.13,-306072.58
10-03-2020,Utilities (power/water/internet),0,2229.88,CHK-001,-2229.88,-308302.46
11-03-2020,Misc operating expense,0,1457.23,CHK-001,-1457.23,-309759.69
12-03-2020,Payroll,0,10623.2,CHK-001,-10623.2,-320382.89
13-03-2020,Sales sweep deposit,3085.91,0,CHK-001,3085.91,-317296.98
15-03-2020,Inventory supplier payment,0,7775.62,CHK-001,-7775.62,-325072.6
17-03-2020,Sales sweep deposit,3623.74,0,CHK-001,3623.74,-321448.86
20-03-2020,Sales sweep deposit,3402.78,0,CHK-001,3402.78,-318046.08
24-03-2020,Sales sweep deposit,3444.91,0,CHK-001,3444.91,-314601.17
26-03-2020,Payroll,0,10548.15,CHK-001,-10548.15,-325149.32
27-03-2020,Refunds / chargeback reversal,78.35,0,CHK-001,78.35,-325070.97
27-03-2020,Sales sweep deposit,3081.84,0,CHK-001,3081.84,-321989.13
28-03-2020,Inventory supplier payment,0,6100.22,CHK-001,-6100.22,-328089.35
29-03-2020,Sales sweep deposit,2681.38,0,CHK-001,2681.38,-325407.97
30-03-2020,Misc operating expense,0,1435.19,CHK-001,-1435.19,-326843.16
31-03-2020,Sales sweep deposit,3423.56,0,CHK-001,3423.56,-323419.6
01-04-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-342104.6
03-04-2020,Sales sweep deposit,3664.97,0,CHK-001,3664.97,-338439.63
07-04-2020,Sales sweep deposit,3605.42,0,CHK-001,3605.42,-334834.21
09-04-2020,Payroll,0,11346.66,CHK-001,-11346.66,-346180.87
10-04-2020,Sales sweep deposit,2647.62,0,CHK-001,2647.62,-343533.25
10-04-2020,Utilities (power/water/internet),0,2357.49,CHK-001,-2357.49,-345890.74
14-04-2020,Sales sweep deposit,3202.71,0,CHK-001,3202.71,-342688.03
15-04-2020,Inventory supplier payment,0,7099.59,CHK-001,-7099.59,-349787.62
17-04-2020,Sales sweep deposit,3341.34,0,CHK-001,3341.34,-346446.28
21-04-2020,Sales sweep deposit,2749.39,0,CHK-001,2749.39,-343696.89
23-04-2020,Payroll,0,9918.47,CHK-001,-9918.47,-353615.36
24-04-2020,Sales sweep deposit,3367.65,0,CHK-001,3367.65,-350247.71
28-04-2020,Inventory supplier payment,0,7305.05,CHK-001,-7305.05,-357552.76
28-04-2020,Sales sweep deposit,3241.29,0,CHK-001,3241.29,-354311.47
01-05-2020,Sales sweep deposit,2931.2,0,CHK-001,2931.2,-351380.27
01-05-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-370065.27
05-05-2020,Sales sweep deposit,2940.52,0,CHK-001,2940.52,-367124.75
07-05-2020,Payroll,0,11575.84,CHK-001,-11575.84,-378700.59
07-05-2020,Refunds / chargeback reversal,395.75,0,CHK-001,395.75,-378304.84
08-05-2020,Sales sweep deposit,3366.06,0,CHK-001,3366.06,-374938.78
10-05-2020,Sales sweep deposit,2999.6,0,CHK-001,2999.6,-371939.18
12-05-2020,Sales sweep deposit,2663.71,0,CHK-001,2663.71,-369275.47
15-05-2020,Inventory supplier payment,0,8140.55,CHK-001,-8140.55,-377416.02
15-05-2020,Sales sweep deposit,3342.7,0,CHK-001,3342.7,-374073.32
18-05-2020,Misc operating expense,0,1570.77,CHK-001,-1570.77,-375644.09
19-05-2020,Sales sweep deposit,2746.96,0,CHK-001,2746.96,-372897.13
21-05-2020,Payroll,0,11488.16,CHK-001,-11488.16,-384385.29
22-05-2020,Sales sweep deposit,2808.65,0,CHK-001,2808.65,-381576.64
26-05-2020,Sales sweep deposit,3031.25,0,CHK-001,3031.25,-378545.39
28-05-2020,Inventory supplier payment,0,6462.51,CHK-001,-6462.51,-385007.9
29-05-2020,Sales sweep deposit,3329.65,0,CHK-001,3329.65,-381678.25
31-05-2020,Sales sweep deposit,3508.11,0,CHK-001,3508.11,-378170.14
01-06-2020,Misc operating expense,0,1011.03,CHK-001,-1011.03,-379181.17
01-06-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-397866.17
02-06-2020,Sales sweep deposit,3856.25,0,CHK-001,3856.25,-394009.92
04-06-2020,Payroll,0,10817.5,CHK-001,-10817.5,-404827.42
05-06-2020,Sales sweep deposit,3742.49,0,CHK-001,3742.49,-401084.93
09-06-2020,Sales sweep deposit,3569.07,0,CHK-001,3569.07,-397515.86
10-06-2020,Utilities (power/water/internet),0,2389.57,CHK-001,-2389.57,-399905.43
12-06-2020,Sales sweep deposit,2742.15,0,CHK-001,2742.15,-397163.28
15-06-2020,Inventory supplier payment,0,7006.75,CHK-001,-7006.75,-404170.03
16-06-2020,Sales sweep deposit,3671.86,0,CHK-001,3671.86,-400498.17
18-06-2020,Payroll,0,10606.37,CHK-001,-10606.37,-411104.54
19-06-2020,Sales sweep deposit,3767.26,0,CHK-001,3767.26,-407337.28
21-06-2020,Sales sweep deposit,3550.79,0,CHK-001,3550.79,-403786.49
23-06-2020,Sales sweep deposit,3706.16,0,CHK-001,3706.16,-400080.33
26-06-2020,Sales sweep deposit,3706.02,0,CHK-001,3706.02,-396374.31
28-06-2020,Inventory supplier payment,0,6394.96,CHK-001,-6394.96,-402769.27
29-06-2020,Misc operating expense,0,1094.17,CHK-001,-1094.17,-403863.44
30-06-2020,Sales sweep deposit,2888.12,0,CHK-001,2888.12,-400975.32
01-07-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-419660.32
02-07-2020,Payroll,0,10999.65,CHK-001,-10999.65,-430659.97
03-07-2020,Sales sweep deposit,3945.3,0,CHK-001,3945.3,-426714.67
07-07-2020,Sales sweep deposit,3135.89,0,CHK-001,3135.89,-423578.78
10-07-2020,Sales sweep deposit,3695.72,0,CHK-001,3695.72,-419883.06
10-07-2020,Utilities (power/water/internet),0,2263.14,CHK-001,-2263.14,-422146.2
11-07-2020,Refunds / chargeback reversal,244.05,0,CHK-001,244.05,-421902.15
14-07-2020,Sales sweep deposit,3740.9,0,CHK-001,3740.9,-418161.25
15-07-2020,Inventory supplier payment,0,6878.81,CHK-001,-6878.81,-425040.06
15-07-2020,Refunds / chargeback reversal,151.17,0,CHK-001,151.17,-424888.89
16-07-2020,Payroll,0,9771.54,CHK-001,-9771.54,-434660.43
17-07-2020,Sales sweep deposit,2774.93,0,CHK-001,2774.93,-431885.5
20-07-2020,Misc operating expense,0,626.83,CHK-001,-626.83,-432512.33
21-07-2020,Sales sweep deposit,3579.97,0,CHK-001,3579.97,-428932.36
24-07-2020,Sales sweep deposit,3030.24,0,CHK-001,3030.24,-425902.12
28-07-2020,Inventory supplier payment,0,7963.01,CHK-001,-7963.01,-433865.13
28-07-2020,Sales sweep deposit,3874.6,0,CHK-001,3874.6,-429990.53
30-07-2020,Payroll,0,11322.49,CHK-001,-11322.49,-441313.02
31-07-2020,Sales sweep deposit,3438.52,0,CHK-001,3438.52,-437874.5
03-08-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-456559.5
04-08-2020,Refunds / chargeback reversal,352.86,0,CHK-001,352.86,-456206.64
04-08-2020,Sales sweep deposit,4198.38,0,CHK-001,4198.38,-452008.26
07-08-2020,Sales sweep deposit,3515.86,0,CHK-001,3515.86,-448492.4
10-08-2020,Utilities (power/water/internet),0,2314.78,CHK-001,-2314.78,-450807.18
11-08-2020,Sales sweep deposit,3520.23,0,CHK-001,3520.23,-447286.95
13-08-2020,Payroll,0,11094.8,CHK-001,-11094.8,-458381.75
14-08-2020,Sales sweep deposit,3619.43,0,CHK-001,3619.43,-454762.32
15-08-2020,Inventory supplier payment,0,7032.81,CHK-001,-7032.81,-461795.13
16-08-2020,Sales sweep deposit,3415.3,0,CHK-001,3415.3,-458379.83
18-08-2020,Sales sweep deposit,3553.8,0,CHK-001,3553.8,-454826.03
19-08-2020,Misc operating expense,0,982.74,CHK-001,-982.74,-455808.77
21-08-2020,Sales sweep deposit,3394.35,0,CHK-001,3394.35,-452414.42
25-08-2020,Sales sweep deposit,2987.88,0,CHK-001,2987.88,-449426.54
27-08-2020,Payroll,0,11676.91,CHK-001,-11676.91,-461103.45
28-08-2020,Inventory supplier payment,0,7213.22,CHK-001,-7213.22,-468316.67
28-08-2020,Sales sweep deposit,3512.75,0,CHK-001,3512.75,-464803.92
01-09-2020,Sales sweep deposit,3296.69,0,CHK-001,3296.69,-461507.23
01-09-2020,Store & warehouse rent,0,18685,CHK-001,-18685,-480192.23
